code,detail,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10
5049,EPS GR 3Y avg,-1.37,49.36,-26.06,-30.67,-17.74,109.06,—,—,—,—
5049,EPS GR 5Y avg,-18.79,-1.95,-5.62,27.45,—,—,—,47.85,—,—
5049,EPS GR 10Y avg,—,—,18.13,—,—,—,—,—,—,—
5049,OCF GR,-59.56,—,—,—,—,35.03,359.11,—,—,—
5049,D/E,0.38,0.59,0.16,0.10,0.05,0.01,0.05,0.40,0.60,0.58
5049,Price,1.2500,1.3300,1.5500,1.4900,1.6100,2.8000,2.6000,1.0500,0.6100,0.4100
6718,Year End,2019-01,2018-01,2017-01,2016-01,2015-01,2014-01,2013-01,2012-01,2011-01,2010-01
6718,Revenue,296,277,254,195,269,310,283,290,215,160
6718,NP,34,35,70,18,120,121,56,64,36,18
6718,EPS,0.12,0.12,0.25,0.07,0.43,0.46,0.22,0.27,0.17,0.12
6718,DPS,0.06,0.06,0.05,0.07,0.16,0.15,0.11,0.13,0.10,0.07
6718,Div Payout,55.3,37.9,22.2,38.9,38.4,33.3,49.1,49.1,59.5,—
6718,Shares,279,279,279,227,280,264,258,246,227,154
6718,BVPS,3.17,3.31,3.21,3.04,3.37,3.02,2.94,2.99,2.87,—
6718,OCF,—,—,—,—,—,—,—,—,—,—
6718,NP Margin,11.61,12.63,27.63,9.09,44.51,39.00,19.68,21.87,16.92,11.23
6718,ROE,3.78,3.82,7.98,2.09,15.31,18.39,9.72,12.17,7.70,4.13
6718,Revenue GR,6.65,8.96,30.73,-27.64,-13.36,9.83,-2.70,34.94,34.25,—
6718,Revenue GR 3Y avg,14.96,1.01,-6.42,-11.70,-2.53,12.98,20.80,12.68,19.95,—
6718,Revenue GR 5Y avg,-0.97,-0.39,-2.62,-2.00,10.90,8.86,17.77,31.00,20.57,—
6718,Revenue GR 10Y avg,3.83,8.31,12.95,8.70,—,—,—,—,—,—
6718,EPS GR,-1.60,-50.40,223.08,-81.99,-6.68,109.95,-16.60,57.74,43.88,—
6718,EPS GR 3Y avg,16.40,-33.91,-18.41,-29.33,17.78,40.30,23.70,9.34,3.62,—
6718,EPS GR 5Y avg,-23.32,-10.77,-1.00,-14.23,29.97,18.01,7.92,15.85,5.92,—
6718,EPS GR 10Y avg,-4.87,-1.87,7.09,-4.68,—,—,—,—,—,—
6718,OCF GR,75.45,—,—,—,—,395.62,-57.24,350.85,—,—
6718,D/E,0.29,0.31,0.31,0.22,0.25,0.17,0.13,0.16,0.29,0.31
6718,Price,1.2000,1.2500,1.4500,1.5100,1.6700,2.4200,2.8200,1.7300,1.6600,1.4500
8591,Year End,2018-12,2017-12,2016-12,2015-12,2014-12,2013-12,2012-12,2011-12,2010-12,2009-12
8591,Revenue,595,498,282,280,207,223,566,500,460,330
8591,NP,70,28,13,10,21,49,40,30,14,11
8591,EPS,0.41,0.16,0.08,0.06,0.12,0.31,0.17,0.25,0.11,0.09
8591,DPS,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.04,0.04,0.03
8591,Div Payout,11.1,28.9,—,19.4,36.4,12.0,16.3,35.6,35.6,—
8591,Shares,171,171,171,169,176,157,130,124,124,124
8591,BVPS,2.77,2.44,2.33,2.35,2.26,2.28,1.77,1.94,1.94,—
8591,OCF,164,66,11,38,15,-129,-74,-59,-7,25
8591,NP Margin,11.81,5.63,4.68,3.46,10.01,21.83,7.06,6.09,3.03,3.33
8591,ROE,15.43,6.78,3.29,2.47,5.53,14.31,13.69,11.97,5.91,4.85
8591,Revenue GR,19.49,76.58,0.78,35.02,-7.17,-60.51,13.18,8.64,39.60,—
8591,Revenue GR 3Y avg,28.59,33.94,8.10,-20.90,-25.42,-21.40,19.73,22.75,7.95,—
8591,Revenue GR 5Y avg,21.66,-2.51,-10.80,-9.45,-8.85,-3.74,9.11,9.45,—,—
8591,Revenue GR 10Y avg,8.22,3.14,-1.20,—,—,—,—,—,—,—
8591,EPS GR,150.67,112.68,34.67,-51.27,-61.99,1.11,24.80,118.31,27.12,—
8591,EPS GR 3Y avg,92.91,11.75,-37.05,-42.79,-21.72,40.18,51.30,35.15,-29.76,—
8591,EPS GR 5Y avg,5.87,-11.71,-20.64,-12.59,5.89,25.51,-1.14,8.43,—,—
8591,EPS GR 10Y avg,15.27,-6.58,-7.24,—,—,—,—,—,—,—
8591,OCF GR,150.71,470.48,-69.82,152.71,—,—,—,—,—,—
8591,D/E,0.81,1.01,1.16,1.30,1.41,0.96,0.84,0.59,0.49,0.48
8591,Price,0.9150,0.8700,0.9050,0.9100,1.0200,1.3500,1.5600,0.8700,0.5000,0.5300
5094,Year End,2018-12,2017-12,2016-12,2015-12,2014-12,2013-12,2012-12,2011-12,2010-12,2009-12
5094,Revenue,"1,381","1,323","1,035","1,017","1,048","1,142","1,127","1,206","1,035",870
5094,NP,22,60,69,55,-21,29,28,30,69,91
5094,EPS,0.06,0.16,0.19,0.15,-0.06,0.08,0.08,0.08,0.19,0.24
5094,DPS,0.10,0.10,0.08,0.03,0.05,0.05,0.05,0.10,0.13,0.02
5094,Div Payout,95.2,72.2,33.4,65.0,—,3.1,66.5,92.8,70.1,—
5094,Shares,369,369,369,370,372,372,373,373,373,373
5094,BVPS,2.18,2.18,2.18,2.01,1.99,2.08,2.07,2.04,2.08,—
5094,OCF,84,-42,109,56,-1,68,63,3,46,167
5094,NP Margin,1.58,4.52,6.64,5.37,-2.03,2.57,2.49,2.45,6.69,10.48
5094,ROE,2.70,7.35,8.71,7.29,-2.83,3.79,3.63,3.78,8.82,12.39
5094,Revenue GR,4.46,27.76,1.77,-2.99,-8.17,1.31,-6.56,16.57,18.94,—
5094,Revenue GR 3Y avg,10.74,8.05,-3.21,-3.36,-4.56,3.33,9.01,-4.22,-7.37,—
5094,Revenue GR 5Y avg,3.89,3.25,-3.01,-0.34,3.80,-3.62,-2.85,3.32,—,—
5094,Revenue GR 10Y avg,0.06,0.16,0.10,—,—,—,—,—,—,—
5094,EPS GR,-63.40,-13.04,26.31,—,—,5.06,-5.16,-57.28,-24.10,—
5094,EPS GR 3Y avg,-26.19,—,33.16,25.23,—,-24.78,-32.50,-20.33,-4.29,—
5094,EPS GR 5Y avg,-5.55,16.62,18.66,-4.47,—,-12.81,-18.70,-16.03,—,—
5094,EPS GR 10Y avg,-9.25,-2.63,-0.18,—,—,—,—,—,—,—
5094,OCF GR,—,—,94.69,—,—,7.28,—,-94.19,-72.62,—
5094,D/E,—,—,—,—,—,—,—,—,—,—
5094,Price,1.0600,1.0200,1.5400,2.1500,1.0900,1.0100,1.2400,1.1900,1.3300,1.7200
0051,Year End,2018-12,2017-12,2016-12,2015-12,2014-12,2013-12,2012-12,2011-12,2010-12,2009-12
0051,Revenue,29,33,40,44,52,48,59,54,49,39
0051,NP,-22,-25,-38,-25,-7,-4,7,9,9,—
0051,EPS,-0.03,-0.05,-0.09,-0.06,-0.02,-0.01,0.03,0.04,0.04,—
0051,DPS,—,—,—,—,—,0.01,0.01,0.01,0.02,—
0051,Div Payout,—,—,—,—,—,483.9,54.5,63.4,63.4,—
0051,Shares,778,473,436,436,435,476,262,228,222,222
0051,BVPS,0.12,0.05,0.12,0.19,0.19,0.20,0.26,0.18,0.19,—
0051,OCF,-23,-5,-2,8,-4,-8,18,5,11,5
0051,NP Margin,-74.03,-73.81,-95.25,-55.94,-13.40,-8.12,11.50,16.10,18.65,0.67
0051,ROE,-37.32,-105.74,-82.67,-33.86,-8.34,-5.24,11.11,16.90,22.40,0.69
0051,Revenue GR,-12.40,-17.06,-8.41,-15.65,7.30,-17.88,9.98,9.59,25.63,—
0051,Revenue GR 3Y avg,-12.70,-13.79,-6.06,-9.42,-1.04,-0.34,14.83,13.89,8.13,—
0051,Revenue GR 5Y avg,-9.65,-10.81,-5.63,-2.18,5.94,5.93,8.79,12.63,—,—
0051,Revenue GR 10Y avg,-2.16,-1.49,3.10,—,—,—,—,—,—,—
0051,EPS GR,—,—,—,—,—,—,-27.44,-7.56,—,—
0051,EPS GR 3Y avg,—,—,—,—,—,—,184.04,104.99,10.60,—
0051,EPS GR 5Y avg,—,—,—,—,—,—,-1.92,5.00,—,—
0051,EPS GR 10Y avg,—,—,—,—,—,—,—,—,—,—
0051,OCF GR,—,—,—,—,—,—,287.85,-60.05,122.41,—
0051,D/E,—,—,—,—,—,—,—,—,—,—
0051,Price,0.1750,0.5450,0.1100,0.1400,0.1500,0.4100,0.3400,0.3900,0.2300,0.1000
9423,Year End,2019-06,2018-06,2017-06,2016-06,2015-06,2014-06,2013-06,2012-06,2011-06,2010-06
9423,Revenue,102,105,101,92,95,89,86,82,96,101
9423,NP,5,7,6,7,3,—,—,-7,-3,-1
9423,EPS,0.04,0.06,0.08,0.08,0.03,—,—,-0.09,-0.04,-0.02
9423,DPS,0.01,0.01,0.02,0.01,—,—,—,—,—,—
9423,Div Payout,47.8,28.2,19.4,10.7,—,—,—,—,—,—
9423,Shares,126,117,85,85,85,85,85,85,85,85
9423,BVPS,0.66,0.64,0.66,0.58,0.50,0.49,0.49,0.50,0.52,0.56
9423,OCF,13,-2,8,11,6,2,5,8,7,-1
9423,NP Margin,5.11,6.24,6.40,7.54,3.04,0.15,-0.41,-9.06,-3.42,-1.44
9423,ROE,6.22,9.54,12.03,14.49,6.65,0.32,-0.83,-16.98,-7.17,-3.02
9423,Revenue GR,-3.66,4.67,9.05,-3.05,7.16,3.11,5.55,-15.29,-4.72,-1.75
9423,Revenue GR 3Y avg,3.22,3.43,4.25,2.32,5.26,-2.68,-5.21,-7.44,-4.41,-0.08
9423,Revenue GR 5Y avg,2.70,4.10,4.27,-0.86,-1.21,-2.91,-4.82,-4.24,1.48,—
9423,Revenue GR 10Y avg,-0.14,-0.46,-0.08,0.30,—,—,—,—,—,—
9423,EPS GR,-27.13,-25.41,-7.43,140.55,—,—,—,—,—,—
9423,EPS GR 3Y avg,-20.46,18.42,263.11,—,—,—,—,—,—,—
9423,EPS GR 5Y avg,91.90,—,—,—,—,4.63,—,—,—,—
9423,EPS GR 10Y avg,41.70,36.54,23.85,—,—,—,—,—,—,—
9423,OCF GR,—,—,-25.92,73.93,286.19,-67.90,-33.41,7.24,—,—
9423,D/E,0.02,0.04,0.09,0.11,0.06,0.05,0.01,0.01,0.03,0.04
9423,Price,0.4050,0.4800,1.4000,1.2000,0.4700,0.4400,0.3900,0.4100,0.3900,0.4700
2925,Year End,2019-12,2018-12,2017-12,2016-12,2015-12,2014-12,2013-12,2012-12,2011-12,2010-12
2925,Revenue,"1,143","1,513","1,420","1,486","1,580",922,645,656,678,589
2925,NP,-39,22,-12,39,52,10,4,16,27,27
2925,EPS,-0.39,0.20,-0.12,0.38,0.52,0.10,0.04,0.16,0.26,0.27
2925,DPS,—,—,0.05,0.05,—,—,—,0.10,0.10,0.10
2925,Div Payout,—,—,65.8,10.6,—,—,—,62.3,37.6,37.6
2925,Shares,101,101,101,101,101,101,101,101,101,101
2925,BVPS,2.69,2.88,2.93,2.91,2.48,2.04,1.97,1.92,1.75,1.75
2925,OCF,-4,-11,-51,-98,-30,91,-53,-36,7,46
2925,NP Margin,-3.43,1.47,-0.88,2.63,3.30,1.12,0.66,2.46,3.93,4.54
2925,ROE,-14.46,7.91,-4.41,14.09,22.23,5.08,2.16,8.39,14.49,16.02
2925,Revenue GR,-24.45,6.56,-4.46,-5.93,71.28,43.02,-1.71,-3.21,15.06,26.36
2925,Revenue GR 3Y avg,-8.37,-1.43,15.47,32.09,34.03,10.81,3.06,12.06,9.73,-2.22
2925,Revenue GR 5Y avg,4.39,18.60,16.70,17.00,21.81,14.62,4.68,0.81,2.46,—
2925,Revenue GR 10Y avg,9.38,11.42,8.46,9.49,—,—,—,—,—,—
2925,EPS GR,—,—,—,-24.99,404.29,143.71,-73.75,-39.30,-0.58,13.25
2925,EPS GR 3Y avg,—,-24.63,—,109.68,47.75,-27.05,-45.89,-11.91,-17.04,17.67
2925,EPS GR 5Y avg,—,39.39,—,7.99,14.25,-15.25,-38.09,-0.34,-10.01,—
2925,EPS GR 10Y avg,—,-7.10,—,-1.42,—,—,—,—,—,—
2925,OCF GR,—,—,—,—,—,—,—,—,-84.03,67.50
2925,D/E,0.48,0.21,0.23,—,—,—,—,—,—,—
2925,Price,2.1000,1.5300,2.1800,3.0000,3.3800,1.9200,2.4300,2.8400,3.2000,4.3000
7157,Year End,2019-01,2018-01,2017-01,2016-01,2015-01,2014-01,2013-01,2012-01,2011-01,2010-01
7157,Revenue,53,59,65,70,73,63,63,63,66,68
7157,NP,-2,1,3,6,5,1,3,3,11,4
7157,EPS,-0.02,0.01,0.03,0.06,0.04,0.01,0.03,0.03,3.72,3.75
7157,DPS,0.02,0.04,0.05,0.06,0.04,0.04,0.06,0.04,0.04,0.04
7157,Div Payout,—,320.0,141.2,98.4,109.3,223.8,133.3,133.3,1.1,—
7157,Shares,100,100,100,100,100,100,100,100,100,100
7157,BVPS,0.63,0.70,0.73,0.74,0.75,0.75,0.78,0.79,0.80,—
7157,OCF,2,5,8,11,8,6,9,7,10,13
7157,NP Margin,-3.57,1.96,4.49,8.49,6.28,1.91,5.45,4.83,5.65,5.54
7157,ROE,-2.94,1.66,4.05,8.17,6.32,1.62,4.45,3.83,4.87,5.13
7157,Revenue GR,-8.82,-9.77,-7.23,-4.52,16.13,-0.22,0.52,-4.40,-2.78,—
7157,Revenue GR 3Y avg,-8.61,-7.20,0.94,3.43,5.21,-1.39,-2.24,-8.67,-5.71,—
7157,Revenue GR 5Y avg,-3.28,-1.52,0.63,1.23,1.60,-5.24,-4.24,-4.20,-0.61,—
7157,Revenue GR 10Y avg,-4.27,-2.89,-1.82,0.31,—,—,—,—,—,—
7157,EPS GR,—,-60.62,-50.84,29.13,280.17,-64.93,15.00,-99.19,-0.80,—
7157,EPS GR 3Y avg,—,-37.00,34.13,19.85,15.31,-85.18,-79.05,-82.74,-9.20,—
7157,EPS GR 5Y avg,—,-19.73,-0.54,-56.28,-58.53,-70.93,-62.99,-64.72,-1.49,—
7157,EPS GR 10Y avg,—,-45.50,-40.76,-34.38,—,—,—,—,—,—
7157,OCF GR,-68.74,-31.04,-27.75,25.45,35.02,-33.21,27.51,-29.22,-21.69,—
7157,D/E,—,—,—,—,—,—,—,—,—,—
7157,Price,0.3400,0.5600,0.6400,0.7850,0.8650,0.5600,0.5050,0.4800,0.4700,0.5200
5082,Year End,2018-12,2017-12,2016-12,2015-12,2014-12,2013-12,2012-12,2011-12,2010-12,2009-12
5082,Revenue,88,93,116,132,117,115,120,118,124,124
5082,NP,-4,-7,-7,-2,-16,-6,-19,-14,-4,-6
5082,EPS,-0.06,-0.10,-0.10,-0.03,-0.21,-0.09,-0.26,-0.19,-0.06,-0.08
5082,DPS,—,—,—,—,—,—,—,—,—,—
5082,Div Payout,—,—,—,—,—,—,—,—,—,—
5082,Shares,73,73,74,74,74,75,75,75,75,75
5082,BVPS,0.81,0.88,0.99,1.07,1.22,1.28,1.62,1.81,1.81,—
5082,OCF,-4,5,1,5,-3,3,-6,4,14,4
5082,NP Margin,-4.87,-8.02,-6.47,-1.57,-13.40,-5.58,-16.06,-11.93,-3.35,-4.80
5082,ROE,-7.10,-11.26,-10.12,-2.63,-17.84,-5.92,-15.87,-10.96,-3.01,-4.17
5082,Revenue GR,-5.43,-19.45,-12.22,12.78,1.27,-4.21,1.72,-4.34,-0.39,—
5082,Revenue GR 3Y avg,-12.55,-7.27,0.09,3.04,-0.45,-2.32,-1.04,-3.27,-11.60,—
5082,Revenue GR 5Y avg,-5.25,-5.01,-0.47,1.26,-1.23,-2.48,-7.64,-14.96,—,—
5082,Revenue GR 10Y avg,-3.87,-6.33,-8.00,—,—,—,—,—,—,—
5082,EPS GR,—,—,—,—,—,—,—,—,—,—
5082,EPS GR 3Y avg,—,—,—,—,—,—,—,—,—,—
5082,EPS GR 5Y avg,—,—,—,—,—,—,—,—,—,—
5082,EPS GR 10Y avg,—,—,—,—,—,—,—,—,—,—
5082,OCF GR,—,573.09,-84.71,—,—,—,—,-73.36,249.25,—
5082,D/E,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,—,—
5082,Price,0.2550,0.3500,0.3150,0.3150,0.3600,0.3300,0.3500,0.3200,0.4600,0.5700
5184,Year End,2019-10,2018-10,2017-10,2016-10,2015-10,2014-10,2013-10,2012-10,2011-10,2010-10
5184,Revenue,377,338,302,283,252,237,221,196,162,178
5184,NP,91,70,58,52,44,40,36,26,20,20
5184,EPS,0.20,0.20,0.15,0.14,0.14,0.14,0.14,0.10,0.09,0.12
5184,DPS,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.02,—
5184,Div Payout,24.7,21.6,27.9,26.7,24.9,22.2,21.1,23.9,19.3,—
5184,Shares,462,413,387,375,315,287,260,245,223,176
5184,BVPS,1.51,1.39,1.25,1.13,0.93,0.84,0.76,0.64,0.48,0.17
5184,OCF,-89,-42,-2,30,74,32,122,-40,3,-7
5184,NP Margin,24.23,20.84,19.09,18.28,17.28,16.85,16.28,13.06,12.44,11.43
5184,ROE,13.00,12.19,12.16,12.40,12.81,15.81,19.31,19.83,20.85,32.62
5184,Revenue GR,11.50,12.00,6.63,12.34,6.27,7.40,12.70,21.22,-9.02,88.81
5184,Revenue GR 3Y avg,10.02,10.29,8.38,8.64,8.75,13.63,7.52,27.69,—,—
5184,Revenue GR 5Y avg,9.71,8.89,9.03,11.86,7.24,20.31,—,—,—,—
5184,Revenue GR 10Y avg,14.89,—,—,—,—,—,—,—,—,—
5184,EPS GR,15.95,14.42,8.08,-0.39,-0.53,0.77,31.95,15.98,-20.47,44.11
5184,EPS GR 3Y avg,12.77,7.20,2.31,-0.05,9.77,15.53,6.77,9.95,—,—
5184,EPS GR 5Y avg,7.28,4.31,7.33,8.85,4.06,12.06,—,—,—,—
5184,EPS GR 10Y avg,9.65,—,—,—,—,—,—,—,—,—
5184,OCF GR,—,—,—,-60.01,132.34,-73.82,—,—,—,—
5184,D/E,1.31,0.73,0.88,0.74,0.52,0.59,0.81,0.56,0.01,0.02
5184,Price,1.4000,2.5400,2.6500,2.2300,1.7600,2.6000,2.1200,1.5900,1.6000,1.0800
7204,Year End,2019-12,2018-12,2017-12,2016-12,2015-12,2014-12,2013-12,2012-12,2011-12,2010-12
7204,Revenue,504,491,463,430,433,421,341,192,171,183
7204,NP,35,36,22,11,10,1,—,-6,-3,-57
7204,EPS,0.02,0.03,0.02,0.01,0.01,—,—,-0.01,—,-0.04
7204,DPS,0.01,0.01,0.01,—,—,—,—,—,—,—
7204,Div Payout,44.9,21.5,26.8,—,—,—,—,—,—,—
7204,Shares,"1,513","1,429","1,046","1,012",999,"1,002",992,976,976,976
7204,BVPS,0.11,0.05,0.21,0.19,0.15,0.13,0.13,0.13,0.14,0.14
7204,OCF,51,66,64,45,-9,29,46,9,-1,-7
7204,NP Margin,6.91,6.51,4.83,2.62,2.36,0.17,0.12,-3.03,-1.90,-31.22
7204,ROE,31.50,20.43,10.76,5.89,6.41,0.57,0.32,-4.41,-2.43,-35.23
7204,Revenue GR,2.76,5.92,7.73,-0.69,2.80,23.58,77.36,12.63,-6.49,-12.28
7204,Revenue GR 3Y avg,5.45,4.25,3.22,8.05,31.10,35.15,23.16,-2.60,16.38,14.40
7204,Revenue GR 5Y avg,3.66,7.56,19.24,20.30,18.87,15.16,25.78,9.54,7.47,—
7204,Revenue GR 10Y avg,9.26,16.32,14.29,13.71,—,—,—,—,—,—
7204,EPS GR,-8.42,17.73,91.92,8.90,—,82.50,—,—,—,—
7204,EPS GR 3Y avg,27.43,35.00,208.24,203.12,—,—,—,—,—,—
7204,EPS GR 5Y avg,99.47,128.96,—,—,—,-47.84,-53.80,—,—,—
7204,EPS GR 10Y avg,2.00,2.85,-4.89,-5.40,—,—,—,—,—,—
7204,OCF GR,-21.73,2.27,40.95,—,—,-36.65,415.78,—,—,—
7204,D/E,0.29,0.12,0.05,0.03,—,—,0.01,0.02,0.04,0.06
7204,Price,0.8500,0.7150,0.7450,0.3000,0.3650,0.3200,0.3450,0.1400,0.1700,0.2400
7179,Year End,2019-12,2018-12,2017-12,2016-12,2015-12,2014-12,2013-12,2012-12,2011-12,2010-12
7179,Revenue,72,108,112,113,120,157,153,139,135,138
7179,NP,8,-28,-20,—,-11,-10,-1,-15,-6,-4
7179,EPS,—,-0.01,—,—,-0.01,-0.02,—,-0.02,-0.01,-0.03
7179,DPS,—,—,—,—,—,—,—,—,—,—
7179,Div Payout,—,—,—,—,—,—,—,—,—,—
7179,Shares,"2,678","2,678","1,440","1,083",768,673,673,673,527,130
7179,BVPS,0.02,0.03,0.03,0.06,0.07,0.09,0.10,0.10,0.11,0.13
7179,OCF,13,-1,-9,-6,-10,7,-9,14,-14,-2
7179,NP Margin,10.71,-25.73,-18.18,0.22,-8.99,-6.48,-0.34,-11.13,-4.29,-2.69
7179,ROE,12.79,-38.91,-27.79,0.45,-20.18,-16.44,-0.76,-22.52,-13.30,-19.55
7179,Revenue GR,-33.64,-3.12,-1.11,-5.50,-23.89,2.65,10.00,3.22,-2.25,21.49
7179,Revenue GR 3Y avg,-14.01,-3.26,-10.74,-9.62,-4.93,5.24,3.54,7.02,12.99,17.85
7179,Revenue GR 5Y avg,-14.49,-6.69,-4.29,-3.47,-2.81,6.72,10.37,10.55,13.52,—
7179,Revenue GR 10Y avg,-4.47,1.48,2.86,4.68,—,—,—,—,—,—
7179,EPS GR,—,—,—,—,—,—,—,—,—,—
7179,EPS GR 3Y avg,143.01,—,—,—,—,—,—,—,—,—
7179,EPS GR 5Y avg,—,—,—,—,—,—,—,—,—,—
7179,EPS GR 10Y avg,—,—,—,—,—,—,—,—,—,—
7179,OCF GR,—,—,—,—,—,—,—,—,—,—
7179,D/E,—,0.11,0.12,0.19,0.32,0.29,0.28,0.36,0.49,2.61
7179,Price,0.0300,0.0300,0.0350,0.0450,0.0550,0.0750,0.0700,0.0700,0.0800,0.1900
4456,Year End,2019-12,2018-12,2017-12,2016-12,2015-12,2014-12,2013-12,2012-12,2011-12,2010-12
4456,Revenue,290,293,204,178,96,87,85,145,65,88
4456,NP,30,35,57,134,11,12,-6,-8,87,8
4456,EPS,0.02,0.02,0.03,0.10,0.01,0.02,-0.01,-0.01,0.11,0.01
4456,DPS,0.01,—,0.01,0.01,—,—,0.04,0.06,0.01,0.01
4456,Div Payout,26.0,—,29.0,8.8,—,—,—,—,126.1,126.1
4456,Shares,"1,759","1,772","1,771","1,164",807,807,807,807,807,807
4456,BVPS,0.27,0.26,0.25,0.21,0.12,0.10,0.10,0.13,0.41,0.41
4456,OCF,—,—,—,—,—,—,—,—,—,—
4456,NP Margin,10.34,12.04,27.75,74.94,11.75,14.07,-6.96,-5.38,133.90,9.34
4456,ROE,6.50,8.02,13.63,53.02,11.99,15.25,-6.74,-6.55,37.70,3.47
4456,Revenue GR,-1.01,43.89,14.28,86.77,10.08,1.17,-40.66,121.29,-25.49,-29.34
4456,Revenue GR 3Y avg,17.63,45.36,32.94,27.65,-12.90,9.93,-0.72,5.22,-24.37,-45.70
4456,Revenue GR 5Y avg,27.33,27.88,7.12,22.26,1.73,-6.90,-10.69,-23.39,-31.14,—
4456,Revenue GR 10Y avg,8.88,6.87,-9.41,-8.25,—,—,—,—,—,—
4456,EPS GR,-14.57,-37.81,-72.15,725.34,-8.23,—,—,—,968.40,-65.34
4456,EPS GR 3Y avg,-47.11,12.65,28.25,—,—,-48.07,—,—,—,-39.40
4456,EPS GR 5Y avg,2.30,—,—,1.18,6.54,-12.31,—,—,—,—
4456,EPS GR 10Y avg,-5.28,—,-3.47,—,—,—,—,—,—,—
4456,OCF GR,-75.76,—,-94.77,159.35,-51.55,34.72,—,—,-85.68,-0.88
4456,D/E,0.05,0.04,0.04,—,0.02,0.23,0.52,0.47,—,0.80
4456,Price,0.2650,0.2300,0.4850,0.2550,0.2500,0.2550,0.2550,0.3000,0.2600,0.4500
8125,Year End,2017-12,2016-12,2015-12,2014-12,2013-12,2012-12,2011-12,2010-12,2009-12,2008-12
8125,Revenue,389,371,345,345,310,279,284,268,222,217
8125,NP,26,25,27,24,27,25,20,18,23,8
8125,EPS,0.08,0.07,0.08,0.07,0.08,0.08,0.06,0.06,0.07,0.02
8125,DPS,0.04,0.04,0.05,0.05,0.05,0.04,0.03,0.04,0.03,0.01
8125,Div Payout,—,—,—,—,—,—,—,—,—,—
8125,Shares,328,327,327,327,327,326,325,325,327,328
8125,BVPS,—,—,—,—,—,—,—,—,—,—
8125,OCF,—,—,—,—,—,—,—,—,—,—
8125,NP Margin,6.67,6.61,7.75,6.89,8.85,8.84,7.06,6.79,10.26,3.76
8125,ROE,13.30,13.23,15.28,14.37,17.58,16.96,14.78,14.28,19.22,7.28
8125,Revenue GR,4.71,7.60,0.13,11.02,11.32,-1.93,6.16,20.72,—,—
8125,Revenue GR 3Y avg,4.10,6.15,7.36,6.62,5.04,7.92,9.39,9.77,—,—
8125,Revenue GR 5Y avg,6.87,5.48,5.20,9.21,7.40,6.61,6.24,—,—,—
8125,Revenue GR 10Y avg,6.74,5.86,—,—,—,—,—,—,—,—
8125,EPS GR,5.60,-8.16,12.59,-13.61,11.22,21.75,10.81,-19.57,—,—
8125,EPS GR 3Y avg,2.97,-3.69,2.66,5.37,14.49,2.76,35.59,28.31,—,—
8125,EPS GR 5Y avg,0.97,3.88,7.86,0.84,27.55,23.30,30.23,—,—,—
8125,EPS GR 10Y avg,11.58,16.31,—,—,—,—,—,—,—,—
8125,OCF GR,26.46,-63.77,87.48,14.44,-26.67,29.63,130.23,-61.56,—,—
8125,D/E,0.10,0.07,0.07,0.08,0.07,0.05,0.06,0.03,0.03,0.05
8125,Price,1.8000,1.6200,2.0400,2.2900,2.2300,5.4900,4.2600,4.1500,2.5500,1.7700
3484,Year End,2018-12,2017-12,2016-12,2015-12,2014-12,2013-12,2012-12,2011-12,2010-12,2009-12
3484,Revenue,304,250,184,207,199,184,197,9,63,27
3484,NP,19,17,-27,-4,-6,9,1,-2,-9,1
3484,EPS,0.06,0.05,-0.09,-0.01,-0.01,0.04,—,—,-0.04,—
3484,DPS,—,—,—,—,—,—,—,—,—,—
3484,Div Payout,—,—,—,—,—,—,—,—,—,—
3484,Shares,318,310,309,309,309,309,262,250,250,560
3484,BVPS,0.49,0.29,0.32,0.37,0.39,0.41,0.37,0.42,0.42,—
3484,OCF,18,-20,-16,-2,—,—,—,—,—,—
3484,NP Margin,6.29,6.81,-14.61,-2.08,-2.96,5.07,0.64,-19.78,-14.40,2.81
3484,ROE,12.04,14.46,-26.46,-3.69,-4.79,7.74,1.16,-1.70,-8.33,0.67
3484,Revenue GR,21.78,36.03,-11.33,4.25,7.79,-6.56,2112.26,-85.88,132.16,—
3484,Revenue GR 3Y avg,13.67,7.93,-0.12,1.64,181.40,42.93,93.58,-41.38,24.36,—
3484,Revenue GR 5Y avg,10.54,4.84,83.13,26.83,48.85,33.02,43.14,-35.46,—,—
3484,Revenue GR 10Y avg,21.26,22.50,8.72,—,—,—,—,—,—,—
3484,EPS GR,9.67,—,—,—,—,529.17,—,—,—,—
3484,EPS GR 3Y avg,—,—,—,—,—,—,52.10,—,—,—
3484,EPS GR 5Y avg,14.76,62.75,—,—,—,—,—,—,—,—
3484,EPS GR 10Y avg,—,—,—,—,—,—,—,—,—,—
3484,OCF GR,—,—,—,—,-2.75,249.59,-90.86,—,-83.06,—
3484,D/E,0.04,0.08,0.06,0.04,0.05,0.07,0.04,—,—,—
3484,Price,0.4300,0.2250,0.5150,0.5250,0.7550,0.9350,0.4100,0.5100,0.6100,0.7600
5276,Year End,2019-12,2018-12,2017-12,2016-12,2015-12,2014-12,2013-12,2012-12,2011-12,2010-12
5276,Revenue,81,79,64,60,68,—,—,—,—,—
