code,name,category,Annual,nYear,3G2H,PE Value,EPS GR Value,intrinsic,Price_A,Price_B,Price,52w low,52w high,BVPS,P/E,EPS,EY,DPS,DY,ROE,ROE2,D/E,D/E2,NPM avg,P/E min,P/E max,P/E mid,P/E avg,EPS GR min,EPS GR 3Y avg,EPS GR 5Y avg,EPS GR 10Y avg,EY avg,EY 3Y avg,EY 5Y avg,EY 10Y avg,DY avg,DY 3Y avg,DY 5Y avg,DY 10Y avg,DPayout avg,check NP,check EPS GR,check OCF,neg Revenue,neg NP,neg EPS GR,neg OCF,Revenue start,Revenue end,EPS start,EPS end,OCF start,OCF end,EY level,DY level,Revenue Growth,EPS Growth,OCF Growth,ROE Health,D/E Health
0075,LYC HEALTHCARE BERHAD,Technology,2019-03-01,10,0.0,0.1,-0.0,-0.2,-0.15,0.24,0.42,0.12,0.49,0.06,-19.0,-0.02,-0.05,0.0,0.0,-36.83,-27.46,1.28,0.61,-13.47,-25.5,15.0,-5.25,-6.27,0.0,0.0,0.0,0.0,-6.85,-5.07,-5.9,-6.85,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+4+5+7+8,1+2+3+4+5+6+7+8,1+2+3+4+5+6+7+8+9+10,1+2+3+4+5+6+7+8,49,8,0.01,-0.02,3,-4,0,0,0.0,0.0,0.0,0.0,0.0
0070,MQ TECHNOLOGY BERHAD,Technology,2018-12-01,9,1.0,-0.0,-0.0,-0.1,-0.08,0.02,0.02,0.01,0.03,0.07,-2.0,-0.01,-0.5,0.0,0.0,-15.71,-12.58,0.0,0.0,-26.16,-4.5,4.5,0.0,-1.68,0.0,0.0,0.0,0.0,-42.74,-41.11,-40.87,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+3+5+6+8,1+2+3+4+5+6+7+8,1+2+3+4+5+6+7+8+9,1+2+3+4+5+6,42,25,0.02,-0.01,7,-3,0,0,0.0,0.0,0.0,0.0,1.0
0069,VIVOCOM INTL HOLDINGS BERHAD,Technology,2018-12-01,6,1.0,0.0,0.0,0.0,0.0,0.02,0.025,0.015,0.025,0.08,150.0,0.0,0.0,0.0,0.0,0.25,-15.02,0.02,0.02,0.18,-1.0,16.0,7.5,9.25,0.0,0.0,0.0,0.0,-14.32,-31.25,-18.75,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+5+6,1,1+2+5+6,1+2+3,120,121,0.02,-0.02,24,-39,0,0,0.0,0.0,0.0,0.0,1.0
0068,ASDION BERHAD,Technology,2018-03-01,9,1.0,0.08,-0.0,-0.2,-0.15,0.12,0.11,0.06,0.235,0.0635,-5.0,-0.02,-0.18,0.0,0.0,-35.12,-51.73,0.01,0.19,-41.26,-11.25,3.5,-3.88,-6.88,0.0,0.0,0.0,0.0,-9.87,-21.54,-16.66,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+4+5+6+8+9,1+2+3+4+5+6+7+8,1+2+3+4+5+6+7+8+9,1+3+4+5+6+9,6,4,0.08,-0.04,0,0,0,0,0.0,0.0,0.0,0.0,1.0
0066,VSOLAR GROUP BERHAD,Technology,2019-06-01,10,1.0,0.07,-0.0,-0.1,-0.08,0.09,0.035,0.015,0.245,0.0409,-5.0,-0.01,-0.29,0.0,0.0,-17.36,-9.72,0.02,0.0,-144.24,-12.5,-2.0,-7.25,-7.98,0.0,0.0,0.0,0.0,-15.96,-3.17,-5.86,-15.96,0.0,0.0,0.0,0.0,0.0,0,0,0,4+6+8+9+10,1+2+3+4+5+6+7+8+9+10,1+2+3+4+5+6+7+8+9+10,1+2+3+4+5+6+7+8+9+10,1,3,-0.03,0.0,0,-1,0,0,0.0,0.0,0.0,0.0,1.0
0065,EXCEL FORCE MSC BERHAD,Technology,2018-12-01,10,2.5,0.87,0.0,0.17,0.13,0.4,0.54,0.23,0.745,0.16,51.0,0.01,0.02,0.01,1.85,6.63,14.2,0.0,0.0,34.2,13.67,160.0,86.84,51.22,0.0,-16.3,-8.79,-6.65,2.87,1.57,1.75,2.87,2.18,1.57,1.35,2.18,73.12,1,0,1,3+10,+,1+2+3+4+7+9+10,+,12,23,0.03,0.01,2,13,0,2,0.5,0.0,1.0,0.0,1.0
0060,VORTEX CONSOLIDATED BERHAD,Technology,2019-03-01,9,1.5,-0.01,-0.0,-0.1,-0.08,0.1,0.075,0.02,0.27,0.2813,-8.0,-0.01,-0.13,0.0,0.0,-3.16,0.4,0.4,0.0,-11.5,-7.5,10.0,1.25,-0.85,0.0,0.0,0.0,0.0,-37.23,3.33,-10.67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2+3+9,2+3+4+5+6+7+8+9,1+2+3+4+5+6+7+8+9,2+3+4+5+6+7+8,8,156,-0.04,0.0,1,12,0,0,0.5,0.0,0.0,0.0,1.0
0056,GRAND-FLO BERHAD,Technology,2018-12-01,10,1.5,0.07,0.0,0.12,0.09,0.21,0.25,0.165,0.3,0.2,44.0,0.01,0.04,0.0,2.0,2.85,4.72,0.01,0.01,8.39,-12.0,26.0,7.0,9.94,0.0,-23.76,-16.31,0.0,8.14,3.51,6.95,8.14,2.54,2.67,3.47,2.54,19.05,0,0,0,1+2+3+5+10,3,1+2+3+5+7+10,3+4+5,47,82,0.01,0.01,3,23,0,3,0.0,0.0,0.5,0.0,1.0
0051,CUSCAPI BERHAD,Technology,2018-12-01,9,1.0,0.15,-0.0,-0.17,-0.13,0.11,0.125,0.045,0.235,0.1,-12.0,-0.01,-0.08,0.0,0.0,-10.4,-37.32,0.04,0.0,-27.36,-41.0,11.33,-14.84,-4.66,0.0,0.0,0.0,0.0,-14.48,-36.04,-32.86,0.0,1.85,0.0,0.0,0.0,73.91,0,0,0,1+2+3+4+6,1+2+3+4+5+6,1+2+3+4+5+6+7+8+9,1+2+3+5+6,49,29,0.04,-0.03,11,-23,0,0,0.0,0.0,0.0,0.0,1.0
0050,SYSTECH BHD,Technology,2019-03-01,9,2.0,-0.0,-0.0,0.0,0.0,0.11,0.155,0.06,0.205,0.153,-86.0,-0.0,-0.0,0.0,1.29,-1.18,0.77,0.11,0.12,-85.16,-2.5,32.5,15.0,15.6,0.0,-33.85,-28.29,0.0,-1.37,1.15,1.31,0.0,2.15,1.15,1.87,0.0,39.12,0,0,0,6+9,8+9,1+2+4+6+8+9,9,0,28,-0.02,0.0,-1,6,0,1,0.5,0.0,0.5,0.0,1.0
0045,G NEPTUNE BERHAD,Technology,2019-06-01,9,2.0,0.04,-0.0,-0.1,-0.08,0.05,0.04,0.03,0.085,-0.0197,-7.0,-0.01,-0.25,0.0,0.0,30.46,0.0,0.0,0.0,-100.29,-6.5,-1.75,-4.12,-3.94,0.0,0.0,0.0,0.0,-14.01,0.0,-11.43,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+3+5+6+8+9,1+2+4+5+7+8+9,1+2+4+5+6+7+8+9,1+2+3+4+5+7+9,1,0,-0.02,0.0,0,-1,0,0,0.0,0.0,0.0,1.0,1.0
0041,MSCM HOLDINGS BERHAD,Technology,2019-03-01,10,1.5,-0.06,-0.0,-0.2,-0.15,0.11,0.11,0.04,0.25,0.2202,-5.0,-0.02,-0.18,0.0,0.0,-10.4,-54.66,0.0,0.0,-3.36,-9.17,14.75,2.79,4.2,0.0,0.0,0.0,0.0,4.15,-7.86,-6.03,4.15,1.66,0.0,1.36,1.66,0.0,0,0,0,1+2+5+6+9+10,1+2+4,1+2+3+4+5+6+8+9+10,2+6+10,23,10,0.04,-0.05,0,1,0,0,0.0,0.0,0.5,0.0,1.0
0040,OPENSYS (M) BERHAD,Technology,2018-12-01,10,3.5,0.5,0.45,0.34,0.26,0.32,0.355,0.26,0.455,0.22,9.0,0.04,0.11,0.02,4.23,17.14,18.68,0.2,0.24,9.36,8.0,17.0,12.5,13.93,11.2,11.2,16.93,15.8,6.78,7.34,6.94,6.78,2.99,2.05,2.5,2.99,47.27,1,0,0,1+9+10,+,3+9+10,+,32,95,0.01,0.03,13,21,0,5,0.5,0.0,1.0,1.0,1.0
0036,KEY ALLIANCE GROUP BERHAD,Technology,2019-03-01,9,1.0,0.04,-0.0,-0.2,-0.15,0.05,0.075,0.01,0.14,0.1247,-5.0,-0.02,-0.27,0.0,0.0,-13.07,-9.32,0.17,0.01,-16.96,-7.5,3.0,-2.25,-2.02,0.0,0.0,0.0,0.0,-62.19,-42.62,-43.69,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2+3+6+7+8+9,1+2+3+4+5+6+7+8,1+2+3+4+5+6+7+8+9,1+3+4+5,78,44,0.03,-0.01,11,-5,0,0,0.0,0.0,0.0,0.0,1.0
0034,MMAG HOLDINGS BERHAD,Technology,2019-03-01,10,1.0,-0.09,-0.0,-0.4,-0.3,0.21,0.3,0.12,0.4,0.1545,-8.0,-0.04,-0.13,0.0,0.0,-24.6,-24.34,0.15,0.15,-15.36,-5.62,10.0,2.19,-0.86,0.0,0.0,0.0,0.0,-50.89,-29.06,-69.99,-50.89,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+4+5+10,1+2+3+4+5+8+9+10,1+2+3+4+5+6+7+8+9+10,1+2+5+6+7+8+9+10,5,75,-0.09,-0.04,-1,-25,0,0,0.0,0.0,0.0,0.0,1.0
0029,DIGISTAR CORPORATION BERHAD,Technology,2019-09-01,10,0.0,-0.0,-0.0,0.0,0.0,0.03,0.055,0.015,0.07,0.09,-16.0,-0.0,-0.0,0.0,0.0,-3.67,-4.59,4.22,4.25,-3.7,-15.0,19.0,2.0,0.75,0.0,0.0,0.0,0.0,-1.77,-12.5,-7.75,-1.77,0.0,0.0,0.0,0.0,4.23,0,0,0,1+2+3+7+8,1+2+3+5+6+7,1+2+3+4+5+6+7+8,4+5+6+7+8,73,57,0.02,0.0,14,28,0,0,0.0,0.0,0.0,0.0,0.0
0026,NOVA MSC BERHAD,Technology,2019-03-01,9,1.5,-0.0,-0.0,0.0,0.0,0.05,0.055,0.015,0.115,0.08,-142.0,-0.0,-0.0,0.0,0.0,-0.5,17.46,0.02,0.0,-2.57,-8.0,12.5,2.25,-0.92,16.01,115.05,45.38,16.01,-6.23,-7.86,-4.72,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+4+5+7,2+3+7+8,1+2+3+4+6+7+8+9,1+2+3+5+7+9,24,53,0.0,0.01,0,-9,0,0,0.0,0.0,0.0,0.5,1.0
0023,IFCA MSC BERHAD,Technology,2018-12-01,9,2.0,0.07,0.37,0.03,0.02,0.3,0.375,0.165,0.57,0.2,34.0,0.01,0.03,0.01,2.67,5.5,9.87,0.0,0.0,5.16,-10.0,24.5,7.25,10.42,37.39,-19.99,37.39,0.0,3.99,4.69,6.69,0.0,1.5,3.24,2.7,0.0,10.14,0,0,0,3,8+9,2+3+4+6+7+8+9,9,37,93,0.0,0.02,-1,9,0,4,0.5,0.0,0.5,0.0,1.0
0021,GHL SYSTEMS BERHAD,Technology,2018-12-01,10,1.5,1.65,0.47,0.23,0.17,1.39,2.0,1.04,2.1,0.6039,52.0,0.04,0.02,0.0,0.0,6.34,7.21,0.04,0.04,-2.7,-14.0,96.5,41.25,34.03,11.65,29.71,11.65,0.0,-5.73,2.03,1.87,-5.73,0.0,0.0,0.0,0.0,0.0,0,0,0,7+8+10,8+9+10,5+7+8+9+10,5+6,57,299,-0.03,0.03,10,2,0,0,0.5,0.0,0.0,0.0,1.0
0020,NETX HOLDINGS BERHAD,Technology,2018-06-01,9,1.0,0.0,-0.0,0.0,0.0,0.01,0.01,0.005,0.025,0.02,-2.0,-0.0,-0.0,0.0,0.0,-22.5,-14.98,0.02,0.02,-116.39,-5.5,-1.42,-3.46,-2.44,0.0,0.0,0.0,0.0,-37.64,-33.33,-42.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+5+6+8+9,1+3+4+5+6+7+8,1+2+3+4+5+6+7+8+9,1+2+3+4+5+9,10,18,-0.06,-0.01,-1,-4,0,0,0.0,0.0,0.0,0.0,1.0
0018,LAMBO GROUP BERHAD,Technology,2018-12-01,10,1.5,0.0,0.0,0.0,0.0,0.03,0.02,0.005,0.07,0.0585,4.0,0.0,0.0,0.0,0.0,7.69,15.59,0.0,0.0,-109.03,-32.0,60.5,14.25,13.5,0.0,0.0,0.0,0.0,0.69,3.33,2.0,0.69,0.0,0.0,0.0,0.0,0.0,0,0,0,7+8+9+10,3+4+5+6+7+8+9+10,2+3+4+5+6+7+8+9+10,3+4+5+6+7+8+9+10,9,92,0.0,0.01,-2,20,0,0,0.0,0.0,0.0,0.5,1.0
0010,IRIS CORPORATION BERHAD,Technology,2019-03-01,10,1.5,0.1,0.02,0.09,0.07,0.1,0.135,0.06,0.17,0.0986,10.0,0.01,0.07,0.0,0.0,13.69,16.41,0.07,0.11,-6.11,-31.0,51.5,10.25,8.84,2.29,67.11,2.29,6.2,-7.18,-35.44,-21.91,-7.18,0.0,0.0,0.0,0.0,6.02,0,0,0,1+2+3+4+5+10,2+3+5,1+2+3+4+5+7+10,4+5+6+9,332,229,0.01,0.01,23,71,0,0,0.0,0.0,0.0,0.5,1.0
0008,WILLOWGLEN MSC BERHAD,Technology,2018-12-01,10,2.0,0.61,0.1,0.33,0.25,0.41,0.5,0.3,0.645,0.34,17.0,0.03,0.06,0.02,3.0,8.82,7.34,0.02,0.0,15.62,12.62,28.25,20.43,19.03,3.44,-15.02,-10.52,3.44,5.6,5.1,5.25,5.6,1.91,1.59,1.5,1.91,30.9,1,0,1,1+8+9+10,+,1+5+8+9+10,+,62,135,0.03,0.02,9,44,0,5,0.0,0.0,1.0,0.0,1.0
0006,PINEAPPLE RESOURCES BERHAD,Technology,2018-12-01,5,1.5,-0.17,-0.0,-0.4,-0.3,0.25,0.3,0.18,0.39,0.5,-7.0,-0.04,-0.13,0.0,0.0,-8.42,0.09,0.0,0.0,0.84,-30.0,38.5,4.25,3.88,0.0,0.0,-49.87,-26.18,-0.28,-0.28,-0.28,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4+5,1,1+2+3+4+5,2+3+4,49,58,0.01,0.0,4,3,0,0,0.5,0.0,0.0,0.0,1.0
0005,UCREST BERHAD,Technology,2019-05-01,10,1.5,-0.0,-0.0,0.0,0.0,0.1,0.17,0.035,0.245,0.0804,-57.0,-0.0,-0.0,0.0,0.0,-3.73,18.35,0.0,0.0,-108.52,-7.0,10.25,1.62,-0.79,23.36,0.0,0.0,23.36,-11.34,9.6,-7.83,-11.34,0.0,0.0,0.0,0.0,0.0,0,0,0,1+4+5+6+8+9+10,3+4+5+6+7+8+9+10,1+2+3+4+5+6+7+8+9+10,3+4+5+7+9+10,4,29,-0.02,0.02,0,2,0,0,0.0,0.0,0.0,0.5,1.0
5235SS,KLCC REAL ESTATE INVESTMENT TRUST,Real Estate Investment Trusts,2019-12-01,10,3.0,4.31,0.0,6.79,5.09,7.74,7.75,7.38,8.48,7.3,17.0,0.45,0.06,0.38,4.9,6.1,15.58,0.45,0.45,74.42,0.0,19.15,9.57,10.68,0.0,-3.76,-3.39,0.0,6.87,5.49,6.26,0.0,4.52,4.52,4.46,0.0,50.97,1,0,0,5+9,+,2+3+4+6+7+9,+,926,1423,0.55,0.44,621,1041,0,5,0.5,0.0,1.0,0.5,1.0
5227,IGB REAL ESTATE INVESTMENT TRUST,Real Estate Investment Trusts,2019-12-01,8,2.5,1.86,0.31,0.91,0.68,1.65,1.7,1.43,2.1,1.0667,20.0,0.08,0.05,0.09,5.39,7.95,8.37,0.32,0.32,70.72,13.22,33.25,23.24,19.81,3.83,3.83,-0.7,0.0,5.39,5.17,5.14,0.0,2.26,4.64,2.78,0.0,38.71,1,0,1,8,+,1+2+5+8,+,115,552,0.04,0.09,151,392,0,5,0.5,0.0,1.0,0.0,1.0
5212,PAVILION REAL ESTATE INV TRUST,Real Estate Investment Trusts,2019-12-01,9,1.5,1.2,0.0,1.14,0.86,1.54,1.68,1.35,1.92,1.2677,19.0,0.09,0.05,0.08,5.06,6.81,6.6,0.54,0.54,81.64,6.62,20.12,13.37,14.86,0.0,-5.78,-12.6,0.0,6.96,5.41,5.46,0.0,1.54,4.38,2.63,0.0,26.48,1,0,1,9,+,1+3+5+7+8+9,+,23,585,0.0,0.09,37,349,0,5,0.5,0.0,1.0,0.0,0.0
5180,CAPITALAND MALAYSIA MALL TRUST,Real Estate Investment Trusts,2019-12-01,10,2.0,0.54,0.0,0.55,0.41,0.86,0.805,0.735,1.12,1.237,28.0,0.03,0.04,0.06,7.76,2.34,2.76,0.49,0.48,59.95,10.77,25.0,17.88,15.08,0.0,-24.56,-23.23,-9.8,7.26,5.1,5.85,7.26,5.35,6.43,6.21,5.35,82.74,1,0,0,1+2+3+9+10,+,1+2+3+4+5+7+9+10,+,191,342,0.1,0.04,0,191,0,5,0.0,0.0,1.0,0.0,1.0
5176,SUNWAY REAL ESTATE INVESTMENT TRUST,Real Estate Investment Trusts,2019-06-01,10,2.5,1.06,0.79,1.28,0.96,1.66,1.57,1.5,1.98,1.4905,12.0,0.14,0.09,0.1,6.11,9.1,8.45,0.0,0.0,95.43,0.0,15.09,7.54,9.74,5.67,5.67,-1.59,-5.0,10.22,7.76,8.32,0.0,2.15,4.42,3.02,0.0,21.73,1,0,0,8+9+10,+,1+4+6+7+8+9+10,+,331,580,0.13,0.13,0,0,0,5,0.5,0.0,1.0,0.0,1.0
5130,ATRIUM REAL ESTATE INVESTMENT TRUST,Real Estate Investment Trusts,2019-12-01,10,0.5,0.58,0.0,0.34,0.26,0.95,1.01,0.805,1.241,1.2786,59.0,0.02,0.02,0.05,5.13,1.34,1.57,0.54,0.54,92.68,6.5,52.0,29.25,14.84,0.0,-15.74,-28.32,-10.58,10.17,8.15,7.8,10.17,6.79,6.43,6.41,6.79,71.82,1,0,1,5+6+9,+,1+2+4+6,+,14,23,0.1,0.02,12,11,0,5,0.5,0.0,0.0,0.0,0.0
5127,AMANAHRAYA REAL ESTATE INVESTMENT TRUST,Real Estate Investment Trusts,2019-12-01,10,1.5,0.88,0.0,1.03,0.77,0.62,0.665,0.5,0.86,1.3378,11.0,0.06,0.09,0.06,9.32,4.63,4.57,0.62,0.62,88.48,4.37,25.0,14.68,10.65,0.0,-4.34,-19.84,-1.44,11.72,13.16,11.73,11.72,5.28,7.34,7.1,5.28,72.17,1,0,1,1+4+6,+,1+4+5+7+8,+,60,97,0.08,0.06,58,68,0,5,0.5,0.0,1.0,0.0,0.0
5123,QUILL CAPITA TRUST,Real Estate Investment Trusts,2019-12-01,10,2.0,0.62,0.0,0.44,0.33,0.7,0.72,0.5,1.1,1.2011,26.0,0.03,0.04,0.07,9.44,2.26,2.16,0.38,0.38,50.02,7.93,33.33,20.63,14.63,0.0,-33.69,-23.42,-10.23,7.81,5.07,6.39,7.81,3.42,5.92,3.92,3.42,45.19,1,0,1,1+2+7+8,+,1+3+4+5+7+8+9,+,69,161,0.14,0.03,49,110,0,5,0.0,0.0,1.0,0.0,1.0
5121,HEKTAR REAL ESTATE INVESTMENT TRUST,Real Estate Investment Trusts,2019-12-01,10,1.5,1.57,0.0,0.36,0.27,0.74,0.7,0.55,1.14,1.3145,34.0,0.02,0.03,0.08,11.1,1.58,1.84,0.9,0.9,37.86,5.08,152.0,78.54,29.58,0.0,-38.25,-27.41,-13.84,7.98,4.83,4.44,7.98,7.22,8.0,7.4,7.22,78.0,1,0,1,4,+,1+2+3+5+6+7+8,+,91,137,0.12,0.02,39,67,0,5,0.5,0.0,1.0,0.0,0.0
5120,AMFIRST REAL ESTATE INVESTMENT TRUST,Real Estate Investment Trusts,2019-03-01,10,1.0,0.52,0.0,0.48,0.36,0.38,0.45,0.32,0.515,1.2249,13.0,0.03,0.07,0.03,7.44,2.81,2.63,0.83,0.82,41.6,8.1,26.75,17.42,13.43,0.0,-31.15,-18.77,-21.74,8.34,5.38,7.3,8.34,4.45,6.9,4.94,4.45,60.72,1,0,1,4+5+9+10,+,2+3+5+7+9+10,+,98,117,0.11,0.03,49,66,0,5,0.0,0.0,1.0,0.0,0.0
5116,AL-AQAR HEALTHCARE REIT,Real Estate Investment Trusts,2019-12-01,10,1.5,1.26,0.02,1.65,1.24,1.34,1.36,1.19,1.65,1.3024,13.0,0.1,0.07,0.08,5.7,7.95,7.99,0.68,0.68,72.44,7.67,17.44,12.56,12.85,0.23,5.92,0.23,-0.7,8.14,8.63,7.75,8.14,5.45,6.17,5.21,5.45,69.11,1,0,1,3+4,+,1+4+5+6+8+10,+,73,106,0.08,0.1,55,84,0,5,0.5,0.0,1.0,0.0,0.0
5111,TOWER REAL ESTATE INVESTMENT TRUST,Real Estate Investment Trusts,2017-12-01,10,1.0,0.28,0.68,0.12,0.09,0.63,0.73,0.49,0.925,1.8958,21.0,0.03,0.04,0.06,8.12,1.84,3.63,0.0,0.0,82.59,5.08,13.64,9.36,10.26,22.64,-25.93,22.64,-15.74,11.18,7.83,9.56,11.18,4.96,2.98,3.28,4.96,0.0,1,0,1,1+2+3+4+5+8+9+10,+,1+2+3+6+8+9+10,+,46,33,0.24,0.07,36,17,0,5,0.0,0.0,0.0,0.0,1.0
5110,UOA REAL ESTATE INVESTMENT TRUST,Real Estate Investment Trusts,2019-12-01,10,2.0,0.77,0.0,0.79,0.59,1.16,1.22,1.05,1.39,1.6708,26.0,0.05,0.04,0.09,7.47,2.81,2.77,0.0,0.0,64.45,6.15,24.6,15.38,13.07,0.0,-26.35,-16.58,-14.06,8.84,6.77,8.68,8.84,5.01,5.3,3.3,5.01,58.88,1,0,0,2+3+4+10,+,1+3+4+7+9+10,+,42,79,0.12,0.05,0,55,0,5,0.0,0.0,1.0,0.0,1.0
5109,YTL HOSPITALITY REIT,Real Estate Investment Trusts,2019-06-01,10,1.5,-3.35,0.0,1.42,1.06,0.93,0.97,0.7,1.39,1.5837,14.0,0.07,0.07,0.08,8.11,4.31,3.84,0.38,0.37,50.5,-118.0,22.33,-47.84,-7.32,0.0,0.0,-16.06,-14.72,6.41,5.2,4.43,0.0,5.7,5.12,5.32,0.0,102.34,0,0,1,1+5+9+10,3+4,1+2+3+4+5+7+10,,110,491,0.03,0.06,88,222,0,5,0.0,0.0,0.5,0.0,1.0
5106,AXIS REAL ESTATE INVESTMENT TRUST,Real Estate Investment Trusts,2019-12-01,10,2.5,3.04,0.57,2.09,1.57,1.79,1.99,1.66,2.06,1.4587,14.0,0.15,0.08,0.09,4.65,10.07,11.18,0.24,0.24,79.04,10.41,30.17,20.29,19.16,3.83,14.41,7.04,3.83,5.9,8.42,7.52,5.9,4.11,5.57,5.19,4.11,69.57,1,0,1,6,+,3+5+6+9,+,89,222,0.15,0.17,72,141,0,5,0.5,0.0,1.0,0.0,1.0
4952,AMANAH HARTA TANAH PNB,Real Estate Investment Trusts,2019-12-01,10,2.0,3.18,0.5,0.82,0.62,0.66,0.71,0.58,0.83,1.2674,12.0,0.06,0.08,0.06,8.1,4.57,4.53,0.45,0.44,60.12,8.33,97.5,52.92,22.05,8.35,91.29,8.35,-2.39,7.57,8.37,7.63,7.57,6.21,5.15,5.93,6.21,105.24,1,0,0,1+2+5+6+8,+,2+4+6+7+9,+,10,39,0.1,0.06,8,16,0,5,0.0,0.0,1.0,0.0,1.0
9962,GROMUTUAL BERHAD,Property,2018-12-01,10,1.0,0.27,0.0,0.38,0.29,0.23,0.23,0.17,0.35,0.95,8.0,0.03,0.13,0.0,2.17,2.95,1.72,0.04,0.05,21.3,4.33,13.5,8.91,7.34,0.0,-28.06,-25.95,-2.72,14.97,13.82,13.83,14.97,4.14,4.59,4.78,4.14,26.77,1,0,0,1+2+4+5+9+10,+,1+2+4+5+10,+,83,51,0.03,0.02,13,0,0,3,0.0,0.0,0.0,0.0,1.0
9814,BERTAM ALLIANCE BERHAD,Property,2018-12-01,9,1.0,-1.17,-0.0,-1.03,-0.77,0.17,0.11,0.11,0.285,0.82,-1.0,-0.08,-0.73,0.0,0.0,-9.63,-10.39,0.03,0.11,-8.16,-3.73,33.0,14.64,8.48,0.0,0.0,0.0,0.0,10.37,16.18,11.68,0.0,1.41,0.0,0.39,0.0,28.73,0,0,0,1+3+6+7,1+3,1+2+3+4+5+6+7+8,1+3+4+5+6+9,60,1,0.07,-0.1,-9,-22,0,0,0.0,0.0,0.0,0.0,1.0
9687,IDEAL UNITED BINTANG INTERNATIONAL BERHAD,Property,2018-12-01,9,2.0,2.08,0.0,1.3,0.98,1.23,1.24,0.9,1.9,1.1922,10.0,0.13,0.1,0.02,1.61,10.49,35.48,0.03,0.0,-8.08,-27.0,59.0,16.0,4.36,0.0,0.0,0.0,0.0,3.54,13.18,5.77,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,5+6+8,4+5+6+9,3+4+5+6+7+9,1+2+3+4+5+6+7+8+9,23,678,0.0,0.22,0,0,0,2,0.5,0.0,0.0,0.5,1.0
9539,MULTI-USAGE HOLDINGS BERHAD,Property,2019-06-01,10,1.0,-0.16,-0.0,-0.1,-0.08,0.34,0.295,0.24,0.54,1.16,-26.0,-0.01,-0.03,0.0,0.0,-0.99,-0.78,0.0,0.0,2.95,-53.0,85.0,16.0,13.19,0.0,0.0,0.0,0.0,6.96,-12.31,3.5,6.96,0.0,0.0,0.0,0.0,0.0,0,0,0,2+3+9+10,1+2+3,1+2+3+4+5+6+7+9+10,1+2+3+10,15,12,0.02,-0.01,0,0,0,0,0.0,0.0,0.0,0.0,1.0
8923,JIANKUN INTERNATIONAL BERHAD,Property,2018-12-01,10,1.0,-0.39,0.0,0.3,0.22,0.33,0.34,0.29,0.4,0.33,13.0,0.03,0.09,0.0,0.0,7.85,1.65,0.43,0.07,-6.72,-31.0,4.8,-13.1,-12.03,0.0,0.0,-43.24,-4.49,-6.68,-4.08,-4.15,-6.68,0.0,0.0,0.0,0.0,0.0,0,0,0,1+4+5+6+7+8+9+10,2+3+4+5+7+8+9+10,1+2+3+4+5+6+7+8+9+10,3+4+5+6+7+8+9,109,32,-0.03,0.0,3,1,0,0,0.0,0.0,0.0,0.0,1.0
8893,MK LAND HOLDINGS BERHAD,Property,2019-06-01,10,1.0,0.0,0.0,0.0,0.0,0.1,0.13,0.05,0.19,1.0,31.0,0.0,0.0,0.01,7.69,0.41,0.53,0.01,0.01,7.9,7.83,37.0,22.42,18.45,0.0,-29.05,-38.1,-10.38,6.92,5.97,6.31,6.92,2.39,0.0,3.36,2.39,23.85,1,0,0,1+2+3+4+5,+,1+4+5+10,+,309,172,0.01,0.01,34,4,0,5,0.0,0.0,0.0,0.0,1.0
8664,S P SETIA BERHAD,Property,2019-12-01,10,1.5,1.94,0.0,1.2,0.9,1.11,0.77,0.55,2.25,2.99,9.0,0.09,0.12,0.01,1.3,2.87,1.74,0.72,0.72,13.83,11.18,32.0,21.59,20.85,0.0,-41.24,-17.65,-8.22,5.26,5.1,5.79,5.26,4.27,4.77,4.96,4.27,33.77,1,0,0,2+3+10,+,1+2+3+5+7+10,+,1408,3929,0.11,0.05,0,1171,0,1,0.5,0.0,1.0,0.0,0.0
8613,ENRA GROUP BERHAD,Property,2019-03-01,10,1.5,2.08,-0.0,-1.64,-1.23,1.08,0.98,0.9,1.46,0.9,-6.0,-0.16,-0.16,0.01,1.28,-18.17,-18.11,0.2,0.49,-0.42,-80.0,54.0,-13.0,10.74,0.0,0.0,0.0,0.0,-2.01,-11.46,-5.61,-2.01,0.45,1.51,0.91,0.45,2.23,0,0,0,2+9+10,1+3+8,1+2+3+7+8+9+10,2+4+5+6,21,165,0.03,-0.18,20,15,0,1,0.5,0.0,0.0,0.0,1.0
