code,category,detail,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10
5032,Transportation&Logistics,DPS,12.00,8.00,15.00,18.00,16.00,18.00,22.50,22.50,22.50,22.50
5032,Transportation&Logistics,Price,4.4500,4.5000,5.9500,6.2800,7.1800,7.0000,7.5000,7.0000,6.8000,6.7800
5032,Transportation&Logistics,P/E,15.83,14.57,17.86,19.28,25.89,22.48,21.88,19.13,15.93,19.45
5032,Transportation&Logistics,DY,2.70,1.78,2.52,2.87,2.23,2.57,3.00,3.21,3.31,3.32
5069,Plantations,Year End,31/03/19,31/12/18,31/03/18,31/12/17,31/12/16,31/12/15,31/12/14,31/12/13,31/12/12,31/12/11
5069,Plantations,NP,"-50,498","-45,796","20,591","39,602","22,499","-6,127","33,178","37,063","88,511","106,599"
5069,Plantations,Div,-,-,-,-,-,-,-,-,-,-
5069,Plantations,Div Payout,- %,- %,- %,- %,- %,- %,- %,- %,- %,- %
5069,Plantations,NOSH,"93,500","93,500","93,510","93,500","93,500","93,500","93,500","93,500","84,999","85,001"
5069,Plantations,NP Margin,-2.32 %,-2.63 %,1.00 %,1.90 %,1.26 %,-0.41 %,2.11 %,2.25 %,4.65 %,5.62 %
5069,Plantations,ROE,-8.99 %,-8.10 %,3.35 %,4.67 %,2.78 %,-0.78 %,4.15 %,4.60 %,13.15 %,17.74 %
5069,Plantations,EPS,-54.01,-48.98,22.02,42.36,24.06,-6.55,35.48,41.39,104.13,125.41
5069,Plantations,EPS GR,  -10.27%  ,  -322.43%  ,  -48.02%  ,  76.06%  ,  467.33%  ,  -118.46%  ,  -14.28%  ,  -60.25%  ,  -16.97%  ,  -  
5069,Plantations,DPS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5069,Plantations,Price,6.7200,7.5400,8.0900,8.3400,8.5000,9.2000,7.6500,8.9500,8.2900,7.2900
5069,Plantations,P/E,-12.44,-15.39,36.74,19.69,35.32,-140.39,21.56,22.58,7.96,5.81
5069,Plantations,DY,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0168,Industrial Products,Year End,31/03/19,31/03/18,31/03/17,31/03/16,31/03/15,31/03/14,31/03/13,31/03/12,30/04/11,30/04/10
0168,Industrial Products,NP,"26,575","20,575","23,053","30,767","39,155","31,016","23,735","19,277","13,887",0
0168,Industrial Products,Div,"10,320","9,030","7,740","7,740",-,"7,740","5,160","7,095",-,-
0168,Industrial Products,Div Payout,38.83 %,43.89 %,33.57 %,25.16 %,- %,24.95 %,21.74 %,36.81 %,- %,- %
0168,Industrial Products,NOSH,"516,000","516,000","516,000","516,000","516,000","258,000","258,000","258,000","258,000",-
0168,Industrial Products,NP Margin,11.85 %,9.71 %,10.06 %,11.88 %,14.09 %,12.82 %,14.31 %,12.88 %,11.56 %,- %
0168,Industrial Products,ROE,12.88 %,10.78 %,13.54 %,19.23 %,30.35 %,29.32 %,29.68 %,32.49 %,31.66 %,- %
0168,Industrial Products,EPS,5.15,3.99,4.47,5.96,7.59,12.02,9.20,7.47,6.21,0.00
0168,Industrial Products,EPS GR,  29.07%  ,  -10.74%  ,  -25.00%  ,  -21.48%  ,  -36.86%  ,  30.65%  ,  23.16%  ,  20.29%  ,  0.00%  ,  -  
0168,Industrial Products,DPS,2.00,1.75,1.50,1.50,0.00,3.00,2.00,2.75,0.00,0.00
0168,Industrial Products,Price,0.5550,0.6700,0.8450,1.0200,1.4800,2.9500,0.9950,0.7650,0.0000,0.0000
0168,Industrial Products,P/E,10.78,16.80,18.91,17.11,19.50,24.54,10.82,10.24,0.00,0.00
0168,Industrial Products,DY,3.60,2.61,1.78,1.47,0.00,1.02,2.01,3.59,0.00,0.00
9288,Consumer,Year End,30/06/19,30/06/18,30/06/17,30/06/16,30/06/15,30/06/14,30/06/13,30/06/12,30/06/11,30/06/10
9288,Consumer,NP,"18,028","19,785","31,734","24,369","45,324","55,123","41,348","40,885","39,152","33,547"
9288,Consumer,Div,"4,018",-,-,-,"10,077","10,079","10,079","10,080","5,038","10,076"
9288,Consumer,Div Payout,22.29 %,- %,- %,- %,22.23 %,18.29 %,24.38 %,24.66 %,12.87 %,30.04 %
9288,Consumer,NOSH,"803,644","805,651","805,917","806,084","806,191","806,375","201,597","201,619","201,527","201,528"
9288,Consumer,NP Margin,5.03 %,5.65 %,6.43 %,4.40 %,7.31 %,8.76 %,7.52 %,7.86 %,9.23 %,9.22 %
9288,Consumer,ROE,4.76 %,4.47 %,7.29 %,6.05 %,11.71 %,15.90 %,13.67 %,15.13 %,16.89 %,16.48 %
9288,Consumer,EPS,2.24,2.45,3.94,3.02,5.62,6.84,5.13,20.28,19.42,16.64
9288,Consumer,EPS GR,  -8.57%  ,  -37.82%  ,  30.46%  ,  -46.26%  ,  -17.84%  ,  33.33%  ,  -74.70%  ,  4.43%  ,  16.71%  ,  -  
9288,Consumer,DPS,0.50,0.00,0.00,0.00,1.25,1.25,5.00,5.00,2.50,5.00
9288,Consumer,Price,0.3200,0.4200,0.6150,0.5700,0.9500,5.3500,2.4000,2.1800,1.8100,1.0500
9288,Consumer,P/E,14.26,17.10,15.62,18.85,16.90,78.26,11.70,10.75,9.32,6.31
9288,Consumer,DY,1.56,0.00,0.00,0.00,1.32,0.23,2.08,2.29,1.38,4.76
7036,Industrial Products,Year End,30/06/19,30/06/18,31/01/18,30/06/17,31/01/17,31/01/16,31/01/15,31/01/14,31/01/13,31/01/12
7036,Industrial Products,NP,"-6,741","5,314","5,291",0,"46,464","11,134","6,839","3,091","-8,088","-5,231"
7036,Industrial Products,Div,-,-,-,-,-,-,-,-,-,-
7036,Industrial Products,Div Payout,- %,- %,- %,- %,- %,- %,- %,- %,- %,- %
7036,Industrial Products,NOSH,"5,193,088","5,211,638","4,880,573","3,028,801","3,028,801","843,484","257,105","210,272","185,501","165,966"
7036,Industrial Products,NP Margin,-7.24 %,3.87 %,5.87 %,- %,28.89 %,3.98 %,8.12 %,7.38 %,-24.27 %,-20.51 %
7036,Industrial Products,ROE,-1.00 %,0.78 %,0.83 %,- %,8.07 %,7.33 %,3.28 %,1.56 %,-4.74 %,-3.30 %
7036,Industrial Products,EPS,-0.13,0.12,0.15,0.00,1.55,1.32,2.66,1.47,-4.06,-3.15
7036,Industrial Products,EPS GR,  -208.33%  ,  -20.00%  ,  0.00%  ,  0.00%  ,  17.42%  ,  -50.38%  ,  80.95%  ,  136.21%  ,  -28.89%  ,  -  
7036,Industrial Products,DPS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7036,Industrial Products,Price,0.0400,0.0700,0.0850,0.1050,0.1600,0.0000,0.9000,0.6300,0.3900,0.4000
7036,Industrial Products,P/E,-30.81,68.65,78.41,0.00,10.43,0.00,33.83,42.86,-8.94,-12.69
7036,Industrial Products,DY,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
8133,Transportation&Logistics,Year End,31/12/19,31/12/18,31/12/17,31/12/16,31/12/15,31/12/14,31/12/13,31/12/12,31/12/11,31/12/10
8133,Transportation&Logistics,NP,"-116,636","-108,326","10,576","76,696","-30,739","17,850","3,161","-131,612","12,782","69,806"
8133,Transportation&Logistics,Div,-,"3,726","12,422",-,-,-,-,"14,907","16,149","14,905"
8133,Transportation&Logistics,Div Payout,- %,- %,117.46 %,- %,- %,- %,- %,- %,126.35 %,21.35 %
8133,Transportation&Logistics,NOSH,"248,458","248,458","248,458","248,458","248,458","248,458","248,458","248,458","248,458","248,419"
8133,Transportation&Logistics,NP Margin,-69.05 %,-64.06 %,3.81 %,24.94 %,-11.57 %,5.36 %,0.99 %,-17.37 %,3.39 %,12.26 %
8133,Transportation&Logistics,ROE,-99.88 %,-46.38 %,3.06 %,22.21 %,-11.35 %,5.93 %,1.12 %,-46.88 %,2.99 %,16.24 %
8133,Transportation&Logistics,EPS,-46.94,-43.60,4.26,30.87,-12.37,7.18,1.27,-52.97,5.14,28.10
8133,Transportation&Logistics,EPS GR,  -7.66%  ,"  -1,123.47%  ",  -86.20%  ,  349.56%  ,  -272.28%  ,  465.35%  ,  102.40%  ,"  -1,130.54%  ",  -81.71%  ,  -  
8133,Transportation&Logistics,DPS,0.00,1.50,5.00,0.00,0.00,0.00,0.00,6.00,6.50,6.00
8133,Transportation&Logistics,Price,1.2400,1.3100,1.8300,1.8500,2.0000,2.2900,2.7400,2.4300,3.4300,4.2400
8133,Transportation&Logistics,P/E,-2.64,-3.00,42.99,5.99,-16.17,31.89,215.37,-4.34,66.67,15.09
8133,Transportation&Logistics,DY,0.00,1.15,2.73,0.00,0.00,0.00,0.00,0.00,1.90,1.42
2771,Industrial Products,Year End,31/12/19,31/12/18,31/12/17,31/12/16,31/12/15,31/12/14,31/12/13,31/12/12,31/12/11,31/12/10
2771,Industrial Products,NP,"-1,278,800","-469,200","462,000","369,000","13,200","408,200","478,800","416,700","610,600","537,500"
2771,Industrial Products,Div,-,"101,339","222,970","354,725","206,250","268,892","310,237","336,131","403,343","364,628"
2771,Industrial Products,Div Payout,- %,- %,48.26 %,96.13 %,"1,562.50 %",65.87 %,64.79 %,80.67 %,66.06 %,67.84 %
2771,Industrial Products,NOSH,"2,027,000","2,026,781","2,027,000","2,027,000","1,031,250","1,034,203","1,034,288","1,034,251","1,034,214","934,945"
2771,Industrial Products,NP Margin,-13.42 %,-4.79 %,9.21 %,7.04 %,1.61 %,5.03 %,4.99 %,5.07 %,8.55 %,10.11 %
2771,Industrial Products,ROE,-34.10 %,-8.74 %,7.81 %,5.35 %,0.23 %,6.94 %,9.15 %,8.95 %,12.48 %,12.78 %
2771,Industrial Products,EPS,-63.09,-23.15,22.79,20.03,1.28,39.47,46.30,40.29,59.04,57.49
2771,Industrial Products,EPS GR,  -172.53%  ,  -201.58%  ,  13.78%  ,"  1,464.84%  ",  -96.76%  ,  -14.75%  ,  14.92%  ,  -31.76%  ,  2.70%  ,  -  
2771,Industrial Products,DPS,0.00,5.00,11.00,17.50,20.00,26.00,30.00,32.50,39.00,39.00
2771,Industrial Products,Price,0.9500,1.4100,2.8900,2.6700,4.3000,4.8200,5.6200,5.2000,5.2500,4.7900
2771,Industrial Products,P/E,-1.51,-6.09,12.68,14.67,335.94,12.21,12.14,12.91,8.89,8.33
2771,Industrial Products,DY,0.00,3.55,3.81,6.55,4.65,5.39,5.34,6.25,7.43,8.14
5254,Plantations,Year End,31/12/19,31/12/18,31/12/17,31/12/16,31/12/15,31/12/14,31/12/13,,,
5254,Plantations,NP,"-144,008","-51,781","665,238","227,791","78,610","57,158","333,164",,,
5254,Plantations,Div,"22,400","156,800","312,000","231,950","208,000","96,000","737,326",,,
5254,Plantations,Div Payout,- %,- %,46.90 %,101.83 %,264.60 %,167.96 %,221.31 %,,,
5254,Plantations,NOSH,"2,240,000","2,240,000","1,600,000","1,600,000","1,600,000","1,600,000","1,020,097",,,
5254,Plantations,NP Margin,-27.25 %,-10.94 %,87.09 %,30.56 %,11.75 %,7.31 %,43.02 %,,,
5254,Plantations,ROE,-5.64 %,-1.91 %,26.15 %,10.39 %,3.61 %,2.49 %,2.93 %,,,
5254,Plantations,EPS,-6.43,-2.31,41.58,14.24,4.91,4.33,32.66,,,
5254,Plantations,EPS GR,  -178.35%  ,  -105.56%  ,  191.99%  ,  190.02%  ,  13.39%  ,  -86.74%  ,  -  ,,,
5254,Plantations,DPS,1.00,7.00,19.50,14.50,13.00,6.00,72.28,,,
5254,Plantations,Price,0.7650,0.7500,1.6500,1.6600,1.4900,1.4500,0.0000,,,
5254,Plantations,P/E,-11.90,-32.44,3.97,11.66,30.33,40.59,0.00,,,
5254,Plantations,DY,1.31,9.33,11.82,8.73,8.72,4.14,0.00,,,
6297,Industrial Products,Year End,31/12/19,31/12/18,31/12/17,31/12/16,31/12/15,31/12/14,31/12/13,31/12/12,31/12/11,31/12/10
6297,Industrial Products,NP,"-10,507","-14,882","-15,354",-853,"9,755","7,852","11,932","18,978","15,511","10,345"
6297,Industrial Products,Div,-,-,-,-,-,-,"4,501","6,003","4,201","4,202"
6297,Industrial Products,Div Payout,- %,- %,- %,- %,- %,- %,37.73 %,31.63 %,27.09 %,40.63 %
6297,Industrial Products,NOSH,"120,047","120,047","120,046","59,929","60,030","60,030","60,020","60,031","60,027","60,040"
6297,Industrial Products,NP Margin,-1.62 %,-2.37 %,-2.78 %,-0.17 %,2.16 %,2.23 %,3.98 %,7.18 %,6.24 %,5.29 %
6297,Industrial Products,ROE,-4.44 %,-5.96 %,-5.81 %,-0.47 %,5.51 %,5.23 %,8.42 %,14.57 %,13.32 %,9.68 %
6297,Industrial Products,EPS,-8.75,-12.40,-12.79,-1.42,16.25,13.08,19.88,31.62,25.84,17.23
6297,Industrial Products,EPS GR,  29.44%  ,  3.05%  ,  -800.70%  ,  -108.74%  ,  24.24%  ,  -34.21%  ,  -37.13%  ,  22.37%  ,  49.97%  ,  -  
6297,Industrial Products,DPS,0.00,0.00,0.00,0.00,0.00,0.00,7.50,10.00,7.00,7.00
6297,Industrial Products,Price,1.1600,1.0000,1.2500,2.1000,2.8400,2.1000,2.2500,2.1200,2.3300,1.1900
6297,Industrial Products,P/E,-13.25,-8.07,-9.77,-147.54,17.48,16.06,11.32,6.71,9.02,6.91
6297,Industrial Products,DY,0.00,0.00,0.00,0.00,0.00,0.00,3.33,4.72,3.00,5.88
5100,Industrial Products,Year End,31/12/19,31/12/18,31/12/17,31/12/16,31/12/15,31/12/14,31/12/13,31/12/12,31/12/11,31/12/10
5100,Industrial Products,NP,"21,204","21,086","12,828","17,867","22,079","10,107","10,096","9,665","15,529","17,132"
5100,Industrial Products,Div,"11,261","11,261","7,507","15,014","14,968","11,045","8,998","7,209","7,206","7,204"
5100,Industrial Products,Div Payout,53.11 %,53.41 %,58.52 %,84.03 %,67.80 %,109.29 %,89.13 %,74.59 %,46.40 %,42.05 %
5100,Industrial Products,NOSH,"187,688","187,688","187,688","187,678","187,110","184,098","179,964","180,238","180,150","180,103"
5100,Industrial Products,NP Margin,6.40 %,6.32 %,3.90 %,5.51 %,7.79 %,3.56 %,4.19 %,4.39 %,6.99 %,7.76 %
5100,Industrial Products,ROE,11.08 %,11.70 %,7.68 %,10.82 %,13.41 %,6.54 %,6.60 %,6.38 %,10.51 %,11.89 %
5100,Industrial Products,EPS,11.30,11.23,6.83,9.52,11.80,5.49,5.61,5.37,8.62,9.51
5100,Industrial Products,EPS GR,  0.62%  ,  64.42%  ,  -28.26%  ,  -19.32%  ,  114.94%  ,  -2.14%  ,  4.47%  ,  -37.70%  ,  -9.36%  ,  -  
5100,Industrial Products,DPS,6.00,6.00,4.00,8.00,8.00,6.00,5.00,4.00,4.00,4.00
5100,Industrial Products,Price,1.0300,0.9900,1.1000,1.4000,1.7400,0.7550,0.6500,0.6500,0.6000,0.5900
5100,Industrial Products,P/E,9.12,8.81,16.09,14.71,14.75,13.75,11.59,12.12,6.96,6.20
5100,Industrial Products,DY,5.83,6.06,3.64,5.71,4.60,7.95,7.69,6.15,6.67,6.78
9474,Consumer,Year End,31/12/19,31/12/18,31/12/17,31/12/16,31/12/15,31/12/14,31/12/13,31/12/12,31/12/11,31/12/10
9474,Consumer,NP,"-16,403","-103,135","-6,937","-74,957","-15,680","-33,592","22,028","7,979","8,637","6,552"
9474,Consumer,Div,-,-,-,-,-,-,-,-,-,-
9474,Consumer,Div Payout,- %,- %,- %,- %,- %,- %,- %,- %,- %,- %
9474,Consumer,NOSH,"268,266","236,286","236,285","236,285","236,171","236,285","217,705","214,805","178,835","179,108"
9474,Consumer,NP Margin,-4.77 %,-42.35 %,-0.74 %,-45.96 %,-5.48 %,-10.03 %,9.89 %,7.37 %,8.11 %,7.38 %
9474,Consumer,ROE,0.00 %,0.00 %,-699.01 %,"-7,049.59 %",-6.08 %,-13.71 %,8.95 %,3.68 %,5.08 %,4.06 %
9474,Consumer,EPS,-6.11,-43.65,-2.94,-31.72,-6.64,-14.34,10.12,3.96,4.83,3.66
9474,Consumer,EPS GR,  86.00%  ,"  -1,384.69%  ",  90.73%  ,  -377.71%  ,  53.70%  ,  -241.70%  ,  155.56%  ,  -18.01%  ,  31.97%  ,  -  
9474,Consumer,DPS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9474,Consumer,Price,0.3100,0.2800,0.4650,0.6600,1.0200,1.3200,1.8400,1.0200,0.4800,0.4750
9474,Consumer,P/E,-5.07,-0.64,-15.84,-2.08,-15.36,-9.28,18.18,27.46,9.94,12.98
9474,Consumer,DY,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
8761,Construction,Year End,31/03/19,31/03/18,31/03/17,31/03/16,31/03/15,31/03/14,31/03/13,31/03/12,31/03/11,31/03/10
8761,Construction,NP,"14,183","41,004","4,754","16,139","42,473","36,493","22,443","34,065","43,213","11,746"
8761,Construction,Div,68,103,-,-,"20,065","10,090","10,201","9,970","6,762","6,387"
8761,Construction,Div Payout,0.48 %,0.25 %,- %,- %,47.24 %,27.65 %,45.45 %,29.27 %,15.65 %,54.38 %
8761,Construction,NOSH,"342,191","344,335","331,126","329,367","334,433","168,170","170,022","166,170","135,252","127,744"
8761,Construction,NP Margin,15.63 %,24.43 %,7.35 %,21.25 %,59.82 %,32.87 %,25.07 %,30.19 %,48.66 %,16.17 %
8761,Construction,ROE,2.57 %,7.44 %,0.94 %,3.14 %,8.25 %,7.70 %,4.78 %,7.56 %,10.14 %,3.27 %
8761,Construction,EPS,4.10,11.90,1.40,4.90,12.70,21.70,13.20,20.50,25.70,9.20
8761,Construction,EPS GR,  -65.55%  ,  750.00%  ,  -71.43%  ,  -61.42%  ,  -41.47%  ,  64.39%  ,  -35.61%  ,  -20.23%  ,  179.35%  ,  -  
8761,Construction,DPS,0.02,0.03,0.00,0.00,6.00,6.00,6.00,6.00,5.00,5.00
8761,Construction,Price,0.7650,0.8750,0.8750,0.9150,1.0300,1.8700,1.1200,1.2200,1.3000,1.1600
8761,Construction,P/E,18.46,7.35,60.95,18.67,8.11,8.62,8.48,5.95,4.07,12.62
8761,Construction,DY,0.03,0.03,0.00,0.00,5.83,3.21,5.36,4.92,3.85,4.31
9938,Industrial Products,Year End,31/08/19,31/08/18,31/08/17,31/08/16,31/08/15,31/08/14,31/08/13,31/08/12,31/08/11,31/08/10
9938,Industrial Products,NP,"1,909","-3,402","-2,601","1,771",764,"1,671","7,029","3,780","2,700","1,153"
9938,Industrial Products,Div,-,-,-,-,-,-,-,-,-,-
9938,Industrial Products,Div Payout,- %,- %,- %,- %,- %,- %,- %,- %,- %,- %
9938,Industrial Products,NOSH,"235,694","205,331","164,265","164,265","164,265","96,589","43,282","43,298","43,284","43,345"
9938,Industrial Products,NP Margin,2.81 %,-6.27 %,-6.16 %,2.84 %,1.71 %,4.89 %,13.46 %,6.74 %,5.46 %,2.62 %
9938,Industrial Products,ROE,1.42 %,-2.94 %,-2.18 %,1.45 %,0.64 %,2.41 %,14.00 %,14.08 %,11.77 %,5.78 %
9938,Industrial Products,EPS,0.81,-1.66,-1.58,1.08,0.50,1.73,16.24,8.73,6.24,2.66
9938,Industrial Products,EPS GR,  148.80%  ,  -5.06%  ,  -246.30%  ,  116.00%  ,  -71.10%  ,  -89.35%  ,  86.03%  ,  39.90%  ,  134.59%  ,  -  
9938,Industrial Products,DPS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9938,Industrial Products,Price,0.1850,0.2100,0.3050,0.3250,0.3650,0.5900,1.0300,1.6000,0.4750,0.2900
9938,Industrial Products,P/E,22.84,-12.67,-19.26,30.14,78.48,34.10,6.34,18.33,7.61,10.90
9938,Industrial Products,DY,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4162,Consumer,Year End,31/12/19,31/12/18,31/12/17,31/12/16,31/12/15,31/12/14,31/12/13,31/12/12,31/12/11,31/12/10
4162,Consumer,NP,"343,814","468,531","479,688","732,066","913,305","898,125","825,772","797,746","719,615","731,111"
4162,Consumer,Div,"336,925","442,571","482,545","793,773","890,853","222,713","807,446","776,641","788,149","685,148"
4162,Consumer,Div Payout,98.00 %,94.46 %,100.60 %,108.43 %,97.54 %,24.80 %,97.78 %,97.35 %,109.52 %,93.71 %
4162,Consumer,NOSH,"285,530","285,530","285,530","285,530","285,530","285,530","286,328","285,530","285,561","285,478"
4162,Consumer,NP Margin,13.78 %,16.60 %,16.41 %,19.20 %,19.86 %,18.81 %,18.23 %,18.28 %,17.44 %,18.44 %
4162,Consumer,ROE,88.54 %,110.87 %,125.37 %,119.25 %,167.47 %,170.95 %,162.02 %,164.35 %,166.89 %,148.90 %
4162,Consumer,EPS,121.10,164.10,172.50,252.60,318.70,315.90,288.40,279.40,252.00,256.10
4162,Consumer,EPS GR,  -26.20%  ,  -4.87%  ,  -31.71%  ,  -20.74%  ,  0.89%  ,  9.54%  ,  3.22%  ,  10.87%  ,  -1.60%  ,  -  
4162,Consumer,DPS,118.00,155.00,169.00,278.00,312.00,78.00,282.00,272.00,276.00,240.00
4162,Consumer,Price,15.0800,36.0800,40.0000,44.6000,56.0800,65.1000,64.1200,62.0000,49.9200,45.0000
4162,Consumer,P/E,12.52,21.99,23.81,17.40,17.53,20.70,22.23,22.19,19.81,17.57
4162,Consumer,DY,7.82,4.30,4.23,6.23,5.56,1.20,4.40,4.39,5.53,5.33
7221,Industrial Products,Year End,31/08/19,31/08/18,31/08/17,31/08/16,31/08/15,31/08/14,31/08/13,31/08/12,31/08/11,31/08/10
7221,Industrial Products,NP,"1,290","-1,101","3,059","4,762","-3,568","-9,802","-4,463","1,762","6,209","8,275"
7221,Industrial Products,Div,-,-,-,-,-,-,-,-,-,-
7221,Industrial Products,Div Payout,- %,- %,- %,- %,- %,- %,- %,- %,- %,- %
7221,Industrial Products,NOSH,"96,636","96,636","96,640","96,788","96,748","96,762","97,021","97,888","97,929","98,004"
7221,Industrial Products,NP Margin,0.90 %,-1.54 %,2.85 %,4.25 %,-3.60 %,-10.27 %,-3.90 %,1.23 %,3.96 %,5.82 %
7221,Industrial Products,ROE,1.19 %,-1.00 %,3.96 %,6.39 %,-5.34 %,-13.69 %,-5.54 %,1.98 %,7.37 %,10.55 %
7221,Industrial Products,EPS,1.33,-1.14,3.17,4.92,-3.69,-10.13,-4.60,1.80,6.39,8.44
7221,Industrial Products,EPS GR,  216.67%  ,  -135.96%  ,  -35.57%  ,  233.33%  ,  63.57%  ,  -120.22%  ,  -355.56%  ,  -71.83%  ,  -24.29%  ,  -  
7221,Industrial Products,DPS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7221,Industrial Products,Price,0.2900,0.4100,0.5150,0.2500,0.1750,0.3000,0.2950,0.2600,0.2900,0.3400
7221,Industrial Products,P/E,21.72,-35.99,16.27,5.08,-4.75,-2.96,-6.41,14.44,4.57,4.03
7221,Industrial Products,DY,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7188,Industrial Products,Year End,31/12/19,31/12/18,31/12/17,31/12/16,31/12/15,31/12/14,31/12/13,31/12/12,31/12/11,31/12/10
7188,Industrial Products,NP,"-5,945","-2,399",-773,406,"-2,591","-6,344","7,129","-2,087","-1,943","-3,394"
7188,Industrial Products,Div,-,-,-,-,-,-,-,-,-,-
7188,Industrial Products,Div Payout,- %,- %,- %,- %,- %,- %,- %,- %,- %,- %
7188,Industrial Products,NOSH,"141,344","141,344","128,161","125,303","123,380","56,141","409,726","40,753","40,751","40,745"
7188,Industrial Products,NP Margin,-63.08 %,-15.40 %,-6.08 %,2.54 %,-22.43 %,-69.85 %,-9.13 %,-44.98 %,-15.28 %,-27.16 %
7188,Industrial Products,ROE,-26.29 %,-8.49 %,-2.62 %,1.54 %,-10.00 %,-49.13 %,3.78 %,-18.29 %,-14.45 %,-28.72 %
7188,Industrial Products,EPS,-4.55,-1.73,-0.61,0.32,-2.10,-11.30,-1.76,-5.12,-4.77,-8.33
7188,Industrial Products,EPS GR,  -163.01%  ,  -183.61%  ,  -290.62%  ,  115.24%  ,  81.42%  ,  -542.05%  ,  65.62%  ,  -7.34%  ,  42.74%  ,  -  
7188,Industrial Products,DPS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7188,Industrial Products,Price,0.2000,0.0900,0.2450,0.2450,0.3200,0.1300,0.2400,0.2500,0.2600,0.3400
7188,Industrial Products,P/E,-4.76,-5.30,-40.62,75.61,-15.24,-1.15,13.79,-4.88,-5.45,-4.08
7188,Industrial Products,DY,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5210,Energy,Year End,31/12/19,31/12/18,31/12/17,31/12/16,31/12/15,31/12/14,31/12/13,31/12/12,31/12/11,31/12/10
5210,Energy,NP,"58,618","-2,302,769","352,247","-1,967,651","-234,566","218,690","431,191","385,828","359,672","350,755"
5210,Energy,Div,-,-,-,-,"48,103","98,074","95,266","87,887","61,461",-
5210,Energy,Div Payout,- %,- %,- %,- %,- %,44.85 %,22.09 %,22.78 %,17.09 %,- %
5210,Energy,NOSH,"5,874,713","5,870,937","5,866,269","5,866,276","5,866,269","6,016,810","2,931,278","2,929,597","2,458,455","1,990,663"
5210,Energy,NP Margin,1.84 %,-95.88 %,15.67 %,-152.20 %,-11.09 %,9.36 %,20.99 %,23.39 %,23.66 %,28.26 %
5210,Energy,ROE,1.81 %,-68.81 %,6.39 %,-35.31 %,-3.22 %,3.16 %,9.87 %,10.21 %,12.09 %,58.73 %
5210,Energy,EPS,1.00,-39.22,6.00,-33.54,-4.00,4.32,14.71,13.17,14.63,17.62
5210,Energy,EPS GR,  102.55%  ,  -753.67%  ,  117.89%  ,  -738.50%  ,  -192.59%  ,  -70.63%  ,  11.69%  ,  -9.98%  ,  -16.97%  ,  -  
5210,Energy,DPS,0.00,0.00,0.00,0.00,0.82,1.63,3.25,3.00,2.50,0.00
5210,Energy,Price,0.5300,0.1550,0.7650,0.6050,1.0200,1.0900,4.0300,3.9800,4.1000,0.0000
5210,Energy,P/E,53.12,-0.40,12.74,-1.80,-25.51,29.99,27.40,30.22,28.02,0.00
5210,Energy,DY,0.00,0.00,0.00,0.00,0.80,1.50,0.81,0.75,0.61,0.00
1818,Finance,Year End,31/12/19,31/12/18,31/12/17,31/12/16,31/12/15,31/12/14,31/12/13,31/12/12,31/12/11,31/12/10
1818,Finance,NP,"185,855","224,042","223,040","193,621","198,613","198,226","173,075","150,598","146,160","113,041"
1818,Finance,Div,"168,168","271,311","287,563","182,332","184,197","287,747","276,919","143,486","138,187","106,141"
1818,Finance,Div Payout,90.48 %,121.10 %,128.93 %,94.17 %,92.74 %,145.16 %,160.00 %,95.28 %,94.55 %,93.90 %
1818,Finance,NOSH,"808,503","807,474","537,501","536,272","533,905","532,865","532,538","531,431","531,490","530,708"
1818,Finance,NP Margin,37.72 %,41.93 %,41.34 %,39.99 %,39.82 %,40.50 %,37.77 %,36.95 %,36.02 %,32.03 %
1818,Finance,ROE,24.45 %,25.69 %,26.26 %,22.29 %,24.80 %,26.57 %,21.38 %,17.60 %,16.98 %,13.31 %
1818,Finance,EPS,23.00,27.80,41.50,36.20,37.20,37.20,32.50,28.30,27.50,21.30
1818,Finance,EPS GR,  -17.27%  ,  -33.01%  ,  14.64%  ,  -2.69%  ,  0.00%  ,  14.46%  ,  14.84%  ,  2.91%  ,  29.11%  ,  -  
1818,Finance,DPS,20.80,33.60,53.50,34.00,34.50,54.00,52.00,27.00,26.00,20.00
1818,Finance,Price,6.0900,6.8400,10.1200,8.8500,8.3500,8.1000,8.2300,6.2200,6.7000,7.8000
1818,Finance,P/E,26.49,24.65,24.39,24.51,22.45,21.77,25.32,21.95,24.36,36.62
