code,nYear,ROI,ROI avg,ROI std,ROE avg,ROE std,EPS GR avg,EPS GR std,NPM avg,NPM std,P/E,P/E mid,P/E avg,P/E std,EPS,EPS avg,EPS std,DPS,DPS avg,DPS std,DPayout avg,DPayout std,DY avg,DY std,price,nMerge,nSplit,Annual,category,current_price,52w low,52w high,market cap,NTA,name
5106,10,8.24,7.81,1.88,9.94,2.05,-0.98,26.14,79.61,14.19,12.14,13.23,13.41,2.68,16.61,18.22,6.83,9.26,13.3,4.81,74.57,12.09,5.76,0.57,1.77,0,0,2019-12-31,Real Estate Investment Trusts,1.79,1.66,2.01,"2,581.8M",1.4484,AXIS REAL ESTATE INVESTMENT TRUST
8079,10,8.17,10.22,3.34,11.09,4.51,27.98,62.84,5.72,2.8,12.24,12.28,11.03,3.94,4.98,2.73,1.78,2.5,0.75,1.01,16.29,20.36,1.49,1.85,0.61,0,0,2019-12-31,Consumer Products & Services,0.42,0.325,0.935,70.5M,0.35,LEE SWEE KIAT GROUP BERHAD
0012,10,8.14,5.6,2.2,7.64,3.22,9.54,40.64,6.62,1.96,12.29,23.81,21.07,8.49,5.98,5.59,2.18,2.0,0.76,0.93,10.5,13.68,0.87,1.14,0.735,0,0,2019-12-31,Consumer Products & Services,0.61,0.53,0.985,300.1M,0.7077,THREE-A RESOURCES BERHAD
7210,10,8.12,11.37,4.14,12.04,4.49,-7.19,19.05,5.34,1.36,12.32,8.9,9.75,2.71,4.87,12.07,2.86,3.5,4.7,0.51,41.57,11.51,4.51,1.34,0.6,0,0,2019-06-30,Transportation & Logistics,0.41,0.4,0.7,114.5M,1.04,FREIGHT MANAGEMENT HOLDINGS BERHAD
5139,10,8.07,10.6,1.74,27.92,4.31,6.12,13.1,25.32,1.68,12.38,6.19,8.81,3.37,133.55,133.89,25.33,44.6,46.38,12.28,34.7,6.0,3.3,1.46,16.54,0,0,2019-02-28,Financial Services,8.58,7.7,17.36,"2,176.1M",6.04,AEON CREDIT SERVICE (M) BERHAD
5280,3,8.02,6.82,2.65,5.67,1.98,49.05,76.11,16.95,25.93,12.47,21.23,18.31,9.5,6.74,5.69,2.0,0.0,0.33,0.47,11.49,16.26,0.36,0.51,0.84,0,0,2019-06-30,Real Estate Investment Trusts,0.7,0.6,0.915,353.7M,1.0336,KIP REAL ESTATE INVESTMENT TRUST
5228,8,8.0,9.39,1.11,7.86,1.3,-3.53,12.22,24.69,13.24,12.51,6.56,9.47,3.8,11.22,12.71,1.95,7.0,6.09,2.33,50.44,20.05,4.74,1.81,1.39,0,0,2019-03-31,Financial Services,1.15,1.09,1.77,341.7M,1.41,ELK-DESA RESOURCES BERHAD
4162,10,7.98,5.28,1.05,142.46,27.7,-6.06,14.15,17.71,1.66,12.52,18.16,19.58,3.19,121.1,242.08,63.89,118.0,218.0,76.98,92.09,23.1,4.9,1.62,15.08,0,0,2019-12-31,Consumer Products & Services,9.71,9.26,37.0,"2,772.5M",1.36,BRITISH AMERICAN TOBACCO (MALAYSIA) BERHAD
0138,8,7.93,2.56,2.31,39.09,13.5,2.59,25.8,35.77,19.71,12.62,24.38,27.17,18.86,8.7,3.61,2.67,2.5,1.54,0.93,47.38,14.37,0.82,0.67,1.1,0,0,2019-12-31,Technology,0.835,0.765,1.75,"3,011.3M",0.1981,MY E.G. SERVICES BERHAD
5116,10,7.84,7.91,1.55,8.68,1.3,5.24,25.42,72.44,13.49,12.76,13.33,13.09,2.38,10.35,10.44,1.56,7.8,7.15,2.22,68.76,19.81,5.36,1.55,1.32,0,0,2019-12-31,Real Estate Investment Trusts,1.34,1.19,1.65,986.2M,1.3024,AL-AQAR HEALTHCARE REIT
5075,10,7.8,15.95,10.59,7.79,4.29,0.11,38.4,30.15,12.72,12.82,7.71,8.42,3.64,11.1,26.46,14.31,0.0,1.8,4.49,5.71,14.38,1.14,2.98,1.42,0,0,2019-06-30,Property,0.82,0.78,1.55,312.9M,4.08,PLENITUDE BERHAD
5398,10,7.71,5.9,1.0,10.35,2.13,7.52,18.49,21.77,7.14,12.98,17.19,17.4,2.71,28.6,24.9,4.33,12.0,11.62,0.9,47.71,6.15,2.78,0.37,3.71,0,0,2019-07-31,Construction,2.68,2.36,4.3,"6,735.4M",3.35,GAMUDA BERHAD
5269,5,7.7,6.72,2.06,5.8,1.75,38.32,88.84,27.06,28.23,12.99,24.06,17.74,9.44,6.23,6.16,1.89,5.69,4.38,2.36,63.26,35.67,4.89,2.82,0.81,0,0,2019-12-31,Real Estate Investment Trusts,0.6,0.595,0.94,348.0M,1.076,AL-SALAM REAL ESTATE INVESTMENT TRUST
5264,6,7.53,6.33,0.85,5.11,2.13,-4.96,14.19,3.81,3.37,13.28,9.64,13.4,6.31,6.55,7.5,1.66,6.55,6.39,0.52,88.42,15.74,5.06,2.5,0.87,0,0,2019-12-31,Utilities,0.68,0.645,0.93,"3,400.0M",1.12,MALAKOFF CORPORATION BERHAD
7203,10,7.52,10.51,3.65,6.82,2.02,3.38,40.44,4.21,0.99,13.29,17.66,11.5,6.35,7.07,7.35,2.19,4.0,1.5,1.86,19.84,25.09,1.5,2.02,0.94,0,0,2019-12-31,Consumer Products & Services,0.79,0.68,1.17,126.4M,1.23,WANG-ZHENG BERHAD
3069,10,7.48,13.74,3.46,10.74,1.37,3.66,13.36,18.34,2.62,13.38,9.25,7.85,2.39,37.4,32.59,3.22,6.0,6.61,1.67,20.71,6.19,2.99,1.41,5.11,0,0,2019-12-31,Utilities,3.46,3.19,5.6,"1,571.0M",3.78,MEGA FIRST CORPORATION BERHAD
9822,10,7.46,11.27,3.35,11.47,3.07,10.36,33.16,7.61,2.31,13.41,11.33,9.83,3.38,58.09,41.09,14.5,23.36,11.31,14.92,23.18,34.4,1.73,2.33,7.79,0,0,2019-03-31,Industrial Products & Services,5.19,4.2,8.68,701.5M,4.21,SAM ENGINEERING & EQUIPMENT (M) BERHAD
5131,10,7.37,8.34,2.39,15.65,7.63,-1.36,23.92,25.64,3.06,13.56,14.55,13.12,4.04,10.77,15.59,6.29,12.0,10.7,3.34,72.37,18.6,5.65,1.64,1.46,0,0,2019-11-30,Consumer Products & Services,0.98,0.96,1.68,450.8M,1.3361,ZHULIAN CORPORATION BERHAD
9679,10,7.24,8.8,3.51,8.03,5.15,7.24,62.54,9.56,5.59,13.81,18.81,13.65,6.71,6.36,15.49,9.08,0.71,4.91,3.36,29.74,18.17,2.51,1.22,0.87,0,0,2019-12-31,Construction,0.315,0.245,1.22,446.7M,2.3,WCT HOLDINGS BERHAD
0149,10,7.14,8.53,2.91,12.25,4.36,-1.9,17.56,26.31,4.21,14.01,13.0,12.94,3.75,2.89,4.14,0.71,0.0,0.34,0.52,8.0,12.25,0.61,1.28,0.405,0,0,2019-05-31,Industrial Products & Services,0.28,0.23,0.44,27.4M,0.51,FIBON BERHAD
0054,10,7.12,11.25,6.14,9.73,3.52,3.85,42.23,5.33,1.66,14.05,17.48,12.47,7.65,0.93,1.86,0.69,0.3,0.61,0.42,34.97,21.24,3.54,2.29,0.13,0,0,2019-03-31,Industrial Products & Services,0.11,0.085,0.2,52.3M,0.22,KARYON INDUSTRIES BERHAD
7178,10,7.08,9.34,2.14,8.11,1.58,6.98,31.1,9.44,1.81,14.13,12.73,11.33,2.87,16.54,15.65,4.11,8.5,4.5,3.73,26.13,22.81,2.12,1.86,2.33,0,0,2019-12-31,Health Care,1.6,1.45,2.9,223.5M,2.35,Y.S.P.SOUTHEAST ASIA HOLDING BERHAD
5176,9,7.02,10.1,3.46,12.06,3.42,-2.48,21.9,87.03,41.07,14.25,10.24,10.83,2.88,12.98,15.09,2.72,9.59,8.56,0.95,59.17,14.47,5.5,0.25,1.87,0,0,2019-06-30,Real Estate Investment Trusts,1.62,1.5,1.98,"4,771.0M",1.4904,SUNWAY REAL ESTATE INVESTMENT TRUST
5148,10,7.0,5.39,2.06,5.74,2.55,6.47,44.07,17.86,9.63,14.29,25.72,21.95,9.48,4.93,7.32,2.96,0.0,1.26,1.47,13.19,13.68,0.76,0.81,0.705,0,0,2019-12-31,Property,0.3,0.275,1.02,"1,361.2M",1.61,UEM SUNRISE BERHAD
0099,10,6.93,7.55,2.84,29.45,10.24,9.81,27.33,14.63,5.26,14.42,14.86,14.99,4.84,5.69,7.42,3.16,5.5,5.65,2.87,73.61,18.63,5.13,1.05,0.82,0,0,2019-06-30,Industrial Products & Services,0.65,0.48,1.3,231.0M,0.29,SCICOM (MSC) BERHAD
5819,10,6.85,7.63,1.01,12.91,2.37,7.4,14.02,49.48,4.3,14.59,13.84,13.34,1.81,130.23,106.83,19.58,50.0,39.7,8.56,37.03,3.99,2.82,0.39,19.0,0,0,2019-06-30,Financial Services,12.5,11.7,20.76,"27,096.5M",12.73,HONG LEONG BANK BERHAD
7207,8,6.77,9.41,7.87,11.35,4.92,2.59,52.19,7.11,4.84,14.77,13.72,8.64,8.44,6.45,14.9,13.74,1.0,2.38,1.65,31.96,45.32,2.03,1.53,0.955,0,0,2019-06-30,Industrial Products & Services,0.45,0.45,1.12,112.4M,1.36,SUCCESS TRANSFORMER CORPORATION BERHAD
7060,10,6.69,9.82,3.05,6.04,2.33,-1.13,34.66,8.88,2.55,14.95,11.18,11.2,3.36,17.99,26.31,7.52,10.0,11.6,1.36,46.52,9.01,4.34,0.8,2.69,0,0,2019-12-31,Consumer Products & Services,2.1,1.91,2.86,173.6M,5.61,NEW HOONG FATT HOLDINGS BERHAD
0049,10,6.66,9.79,3.74,9.05,3.41,22.34,51.03,7.68,3.03,15.02,12.82,11.67,4.18,2.9,2.66,1.31,0.01,0.0,0.0,0.16,0.17,0.01,0.01,0.435,0,0,2019-12-31,Consumer Products & Services,0.345,0.29,0.82,84.6M,0.4015,OCEANCASH PACIFIC BERHAD
7757,10,6.61,12.14,4.7,8.25,3.67,8.23,39.33,11.89,6.29,15.13,12.02,9.74,4.26,14.34,22.18,12.15,8.0,9.3,2.97,48.13,14.08,5.32,1.38,2.17,0,0,2019-12-31,Consumer Products & Services,1.9,1.79,2.3,151.2M,3.33,UPA CORPORATION BHD
3859,10,6.53,7.68,2.99,9.96,2.96,3.4,47.01,9.39,3.03,15.32,16.84,14.8,5.08,16.78,19.27,7.81,16.0,15.1,3.3,93.09,44.89,6.05,1.04,2.57,0,0,2019-12-31,Consumer Products & Services,1.88,1.7,2.9,"2,703.0M",1.74,MAGNUM BERHAD
9598,10,6.48,10.19,5.85,12.54,5.11,10.85,54.54,20.38,6.41,15.44,18.27,14.34,8.99,15.7,31.17,17.69,12.0,18.4,3.44,84.91,61.06,6.11,1.71,2.43,0,0,2019-06-30,Construction,2.2,1.8,3.43,364.9M,1.98,PINTARAS JAYA BHD
5015,10,6.45,9.35,2.64,8.33,5.22,-12.78,14.9,7.8,3.35,15.51,12.61,11.63,3.4,13.93,40.81,19.73,10.0,20.7,9.37,54.92,12.68,4.92,1.25,2.16,0,0,2019-12-31,Industrial Products & Services,1.55,1.5,3.05,312.5M,6.51,APM AUTOMOTIVE HOLDINGS BERHAD
7231,10,6.43,6.65,1.72,31.75,8.46,1.98,31.93,19.26,4.26,15.56,15.23,15.94,3.55,7.39,10.76,4.23,5.65,9.79,4.21,90.21,9.28,5.92,2.21,1.15,0,0,2019-09-30,Industrial Products & Services,0.725,0.55,1.32,361.0M,0.238,WELLCALL HOLDINGS BERHAD
5032,10,6.32,5.35,0.89,15.47,5.37,-1.44,12.03,25.73,4.69,15.83,20.23,19.23,3.29,28.11,33.41,4.23,12.0,17.7,4.79,52.52,11.14,2.75,0.47,4.45,0,0,2019-12-31,Transportation & Logistics,3.27,3.27,5.06,"1,504.2M",2.8915,BINTULU PORT HOLDINGS BERHAD
7227,10,6.25,12.36,5.26,8.68,2.9,15.1,43.73,10.09,4.14,15.99,10.31,9.49,3.49,5.13,8.36,3.24,3.0,2.46,0.68,32.13,10.44,3.66,1.18,0.82,0,0,2019-12-31,Industrial Products & Services,0.82,0.715,1.0,65.6M,1.27,UMS-NEIKEN GROUP BERHAD
4197,10,6.17,5.85,2.44,10.22,4.08,28.7,126.35,6.96,2.4,16.21,37.42,22.11,15.35,13.9,41.63,18.92,10.0,23.8,10.29,59.87,14.23,3.19,0.81,2.26,0,0,2019-06-30,Consumer Products & Services,1.71,1.56,2.39,"11,630.5M",2.14,SIME DARBY BERHAD
5120,10,6.07,7.93,3.17,5.77,2.66,-0.44,50.35,41.6,18.39,16.47,21.94,15.65,8.46,3.25,7.69,3.76,4.0,6.59,2.24,105.75,53.95,7.11,1.1,0.535,0,0,2019-03-31,Real Estate Investment Trusts,0.355,0.32,0.55,243.7M,1.219,AMFIRST REAL ESTATE INVESTMENT TRUST
5347,10,6.01,7.66,2.94,10.33,4.16,39.86,108.24,12.34,4.31,16.65,19.91,16.0,8.06,79.64,86.4,33.53,100.0,37.53,25.86,45.36,31.8,3.09,1.77,13.26,0,0,2019-12-31,Utilities,12.02,10.8,14.28,"68,356.4M",10.1957,TENAGA NASIONAL BHD
9717,10,5.88,11.46,8.85,4.8,4.3,27.64,68.33,5.51,2.04,17.0,18.55,14.87,10.23,1.32,3.19,3.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.225,0,0,2019-12-31,Construction,0.205,0.18,0.285,85.3M,0.6682,SYCAL VENTURES BERHAD
0008,10,5.88,9.85,3.7,14.71,4.58,6.06,36.29,14.51,3.22,17.02,13.75,11.7,4.64,3.06,5.67,2.12,1.5,1.9,0.86,39.82,22.44,4.06,2.86,0.52,0,0,2019-12-31,Technology,0.36,0.3,0.645,178.6M,0.34,WILLOWGLEN MSC BERHAD
6033,10,5.88,4.65,0.87,15.75,2.13,4.8,19.98,40.6,5.03,16.99,21.78,22.2,3.82,97.8,86.48,14.83,82.0,59.2,11.45,68.94,9.02,3.23,0.87,16.62,0,0,2019-12-31,Utilities,15.68,13.36,18.5,"31,026.5M",6.6939,PETRONAS GAS BERHAD
1899,10,5.85,8.29,2.23,12.15,4.7,0.1,30.36,76.64,107.9,17.11,12.56,12.85,2.99,91.66,138.45,32.12,15.0,53.5,22.48,37.83,13.18,3.24,1.58,15.68,0,0,2019-09-30,Plantation,11.6,11.0,17.68,"5,146.5M",14.32,BATU KAWAN BERHAD
5584,10,5.72,11.3,3.0,7.26,1.81,2.04,25.97,3.52,0.81,17.48,12.04,9.64,3.15,12.35,16.53,3.99,0.0,3.0,1.24,17.75,6.19,2.1,0.81,2.16,0,0,2019-12-31,Consumer Products & Services,1.72,1.7,2.35,329.6M,3.3778,YEE LEE CORPORATION BHD
6432,10,5.71,7.35,2.31,9.94,2.88,2.02,33.04,11.59,3.07,17.5,18.82,15.33,5.76,22.0,28.93,8.59,20.0,21.0,7.68,80.24,37.55,5.14,1.97,3.85,0,0,2019-04-30,Consumer Products & Services,2.7,2.5,4.09,216.0M,3.14,APOLLO FOOD HOLDINGS BERHAD
9741,10,5.71,24.9,47.59,56.53,133.58,51.48,147.99,5.08,3.58,17.51,125.48,34.54,72.17,3.66,47.35,67.7,1.5,5.9,8.56,32.14,32.63,2.35,2.72,0.64,0,0,2019-12-31,Industrial Products & Services,0.24,0.17,0.79,113.4M,0.69,ROHAS TECNIC BERHAD
5111,9,5.6,8.08,4.7,6.36,3.26,6.14,52.48,64.31,34.4,17.85,8.93,11.3,5.56,4.93,10.47,6.96,6.9,7.43,3.29,83.54,29.45,5.92,2.39,0.88,0,0,2019-06-30,Real Estate Investment Trusts,0.59,0.49,0.925,165.5M,1.8996,TOWER REAL ESTATE INVESTMENT TRUST
7237,9,5.58,6.06,3.02,12.38,5.78,25.72,63.54,8.03,4.14,17.93,24.16,16.13,12.39,7.1,8.22,5.24,8.0,7.72,3.4,125.93,86.07,6.31,3.57,1.27,0,0,2019-03-31,Consumer Products & Services,1.77,1.26,2.45,724.4M,0.66,POWER ROOT BERHAD
1929,10,5.58,5.82,2.52,6.83,3.0,11.7,59.85,34.07,11.38,17.93,24.66,20.73,9.1,35.14,47.01,20.01,20.0,29.7,11.38,67.49,21.68,3.6,1.22,6.3,0,0,2019-08-31,Plantation,5.1,4.9,7.15,466.0M,7.47,CHIN TECK PLANTATIONS BERHAD
5235SS,8,5.54,6.68,1.33,8.5,4.06,-9.76,24.84,71.47,46.03,18.05,9.54,13.6,5.81,43.77,63.2,35.9,38.0,32.57,6.6,63.94,23.75,4.12,1.58,7.9,0,0,2019-12-31,Real Estate Investment Trusts,7.6,7.52,8.48,"13,720.5M",7.32,KLCC REAL ESTATE INVESTMENT TRUST
2089,10,5.48,8.06,2.52,15.48,2.67,10.44,25.73,27.37,2.95,18.24,14.32,13.57,3.95,133.8,122.72,36.18,165.0,82.82,43.05,65.07,24.51,4.82,1.08,24.4,0,0,2014-12-31,Plantation,24.1,23.0,27.8,"5,016.0M",12.28,UNITED PLANTATIONS BERHAD
6351,10,5.45,5.2,0.62,34.7,9.26,-3.01,14.06,8.79,3.34,18.35,20.57,19.54,2.54,31.12,45.85,13.11,27.5,46.95,16.43,101.02,17.34,5.27,1.24,5.71,0,0,2019-12-31,Consumer Products & Services,4.6,4.5,6.25,756.2M,1.35,AMWAY (MALAYSIA) HOLDINGS BERHAD
5209,9,5.38,4.58,0.76,17.11,2.89,0.99,25.15,4.88,3.11,18.57,14.52,19.99,8.08,14.81,13.57,2.41,9.6,10.44,2.72,78.1,18.07,3.04,1.23,2.75,0,0,2019-12-31,Utilities,2.5,2.3,2.96,"3,210.0M",0.8123,GAS MALAYSIA BERHAD
7134,10,5.35,8.59,4.87,3.29,2.01,528.84,1087.03,2.42,1.57,18.71,100.01,40.53,61.89,3.77,7.37,4.62,2.0,2.6,2.7,28.61,26.33,2.59,2.39,0.705,0,0,2019-12-31,Consumer Products & Services,0.415,0.35,0.87,72.2M,1.78,PWF CORPORATION BERHAD
7006,10,5.34,17.57,9.81,10.91,5.65,18.9,71.76,6.39,3.24,18.72,15.04,8.96,7.5,19.88,40.57,26.6,6.0,1.5,2.42,8.52,15.94,0.61,0.97,3.72,0,0,2019-06-30,Consumer Products & Services,1.98,1.8,4.05,192.5M,5.95,LATITUDE TREE HOLDINGS BERHAD
8664,9,5.31,6.3,2.95,9.03,2.91,-18.21,21.7,14.88,6.17,18.82,9.99,12.48,7.19,5.27,18.89,10.67,1.0,11.89,7.33,58.56,15.74,2.85,2.05,1.6,0,0,2019-12-31,Property,0.62,0.595,2.31,"2,506.3M",3.02,S P SETIA BERHAD
6399,7,5.28,4.84,1.55,109.57,49.76,-6.01,29.83,8.98,5.01,18.92,23.38,22.68,6.74,8.88,12.61,4.38,9.0,9.43,4.09,86.59,36.11,3.7,1.66,1.68,0,0,2019-01-31,Telecommunications & Media,0.73,0.705,1.61,"3,806.6M",0.1595,ASTRO MALAYSIA HOLDINGS BERHAD
5216,7,5.25,6.55,4.85,27.35,8.91,-23.39,31.37,16.08,11.44,19.03,16.66,20.16,7.25,2.71,10.06,11.29,2.5,4.29,2.33,65.75,25.72,3.35,1.14,0.515,0,0,2019-03-31,Technology,0.665,0.43,1.69,897.8M,0.2106,DATASONIC GROUP BERHAD
5263,5,5.25,6.11,1.46,24.66,2.3,0.64,7.46,3.4,3.41,19.04,17.71,17.3,4.03,10.02,10.25,0.6,7.0,5.5,2.76,53.22,26.72,3.11,1.74,1.91,0,0,2019-12-31,Construction,1.38,1.25,2.2,"1,784.2M",0.48,SUNWAY CONSTRUCTION GROUP BERHAD
3476,10,5.24,7.76,7.88,5.93,4.51,11.22,62.04,11.65,8.18,19.1,38.06,22.95,18.36,24.61,32.76,22.63,4.0,8.95,2.49,42.43,40.11,1.85,0.52,4.7,0,0,2019-12-31,Industrial Products & Services,3.62,3.3,4.9,"1,308.5M",6.25,KECK SENG (MALAYSIA) BERHAD
7202,10,5.22,8.0,2.67,10.91,2.34,-3.28,23.66,18.33,3.97,19.17,13.18,13.72,3.78,5.19,8.66,1.92,5.0,8.56,2.22,99.04,13.49,7.8,2.41,0.995,0,0,2019-12-31,Consumer Products & Services,0.61,0.57,1.14,73.5M,0.77,CLASSIC SCENIC BERHAD
1058,10,5.21,6.58,1.68,5.7,2.55,-5.26,24.21,4.68,2.46,19.2,16.8,16.15,3.89,12.91,20.28,6.25,7.0,6.5,4.62,38.66,25.8,2.2,1.52,2.48,0,0,2019-12-31,Financial Services,1.76,1.7,2.85,356.2M,4.14,MANULIFE HOLDINGS BERHAD
3336,10,5.2,5.42,1.62,7.0,2.34,-0.44,39.85,12.23,3.37,19.21,19.36,19.85,5.02,11.56,26.14,13.17,4.0,11.45,5.5,44.65,6.83,2.37,0.64,2.22,0,0,2019-03-31,Construction,1.55,1.15,2.51,"5,640.9M",2.64,IJM CORPORATION BERHAD
2658,10,5.17,9.08,3.97,14.14,8.56,36.07,111.91,12.75,10.83,19.34,14.63,12.92,5.1,93.06,81.2,78.44,47.0,24.38,13.55,43.49,15.66,3.41,1.46,18.0,0,0,2019-03-31,Consumer Products & Services,11.4,9.96,18.14,693.1M,7.91,AJINOMOTO (MALAYSIA) BERHAD
3417,10,5.08,5.17,1.9,6.08,2.82,25.61,97.23,18.43,8.16,19.69,34.14,23.7,12.83,4.7,7.76,3.35,3.0,2.26,1.67,35.9,26.45,1.72,1.38,0.905,0,0,2019-03-31,Property,0.33,0.3,0.92,480.8M,1.38,EASTERN & ORIENTAL BERHAD
7190,10,5.05,7.25,3.46,3.71,1.87,17.14,85.13,5.43,2.64,19.82,42.71,20.9,19.57,1.72,3.39,1.63,0.0,0.6,0.92,14.46,22.22,1.48,2.28,0.34,0,0,2019-09-30,Telecommunications & Media,0.23,0.23,0.42,23.0M,1.0329,PELANGI PUBLISHING GROUP BHD.
7090,10,5.0,8.13,2.33,13.51,1.85,-3.14,28.92,7.76,1.67,20.01,13.69,13.2,3.32,11.19,30.87,9.25,3.7,11.67,3.46,38.35,8.32,3.14,1.36,2.24,0,0,2019-12-31,Health Care,1.87,1.77,9.4,883.3M,0.9,APEX HEALTHCARE BERHAD
0172,8,5.0,6.1,2.2,11.13,6.36,-6.71,10.25,6.53,3.5,19.99,20.51,18.47,6.42,2.93,3.93,1.03,0.0,0.0,0.0,0.04,0.12,0.0,0.0,0.585,0,0,2019-12-31,Telecommunications & Media,0.38,0.345,0.665,364.3M,0.54,OCK GROUP BERHAD
5212,9,4.97,6.99,4.02,8.69,4.86,553.19,1579.37,73.48,47.31,20.14,136.24,42.75,79.01,8.64,10.59,5.42,8.5,7.18,2.45,79.23,23.97,4.62,1.54,1.74,0,0,2019-12-31,Real Estate Investment Trusts,1.57,1.35,1.92,"4,778.0M",1.2677,PAVILION REAL ESTATE INV TRUST
5245,6,4.96,4.15,1.42,11.1,2.64,11.48,40.36,2.3,2.0,20.17,34.6,28.0,12.11,9.52,6.8,2.01,5.0,3.25,1.35,46.61,8.13,1.96,0.78,1.92,0,0,2019-05-31,Consumer Products & Services,2.57,1.86,2.59,559.5M,0.67,CARING PHARMACY GROUP BERHAD
5129,10,4.84,9.51,8.31,5.35,4.18,29.68,97.1,6.49,7.8,20.68,21.94,16.86,10.68,2.1,8.0,7.08,1.0,1.62,0.57,30.9,13.52,2.03,0.38,0.435,0,0,2019-08-31,Construction,0.355,0.295,0.515,42.6M,1.78,MELATI EHSAN HOLDINGS BERHAD
5273,6,4.82,6.38,2.17,11.45,7.27,-17.19,23.18,1.57,1.39,20.76,10.7,11.47,8.92,3.47,7.05,3.35,0.02,0.01,0.01,0.27,0.22,0.02,0.01,0.72,0,0,2019-12-31,Industrial Products & Services,0.52,0.4,0.92,289.3M,0.77,CHIN HIN GROUP BERHAD
5183,10,4.78,5.72,0.76,13.48,2.64,1.88,24.58,22.74,2.64,20.92,17.74,17.73,2.24,35.0,40.8,9.1,18.0,20.7,4.84,50.66,1.44,2.91,0.39,7.35,0,0,2019-12-31,Industrial Products & Services,4.43,4.0,9.25,"35,440.0M",3.74,PETRONAS CHEMICALS GROUP BERHAD
5227,8,4.71,5.52,1.25,7.85,1.48,13.18,35.73,56.58,35.74,21.23,21.26,19.13,4.7,8.91,8.3,1.62,9.16,7.65,2.32,89.65,21.54,5.01,1.43,1.89,0,0,2019-12-31,Real Estate Investment Trusts,1.61,1.43,2.1,"5,718.4M",1.0663,IGB REAL ESTATE INVESTMENT TRUST
3034,10,4.68,9.0,5.76,16.51,3.1,10.9,13.92,18.29,3.55,21.37,13.08,14.63,6.31,46.71,34.35,11.31,35.0,25.65,9.91,75.43,26.84,5.26,2.16,9.98,0,0,2019-12-31,Industrial Products & Services,7.5,6.7,10.26,"18,672.6M",2.95,HAP SENG CONSOLIDATED BERHAD
5095,10,4.64,15.68,10.93,13.8,11.62,25.16,126.75,7.35,4.64,21.54,12.17,10.08,6.41,2.51,13.48,8.72,3.0,2.01,1.81,32.96,45.3,2.13,2.22,0.54,0,0,2019-12-31,Industrial Products & Services,0.285,0.23,0.73,161.8M,0.77,HEVEABOARD BERHAD
3719,10,4.62,6.24,1.01,13.26,2.48,6.94,20.66,10.19,1.52,21.66,16.96,16.45,2.71,174.0,161.4,45.24,226.0,112.6,87.63,71.39,54.56,4.39,3.25,37.7,0,0,2019-03-31,Consumer Products & Services,24.54,22.82,41.2,"1,490.7M",13.09,PANASONIC MANUFACTURING MALAYSIA BERHAD
5020,10,4.6,15.05,5.54,8.91,3.92,-11.71,31.14,15.07,4.57,21.75,13.04,8.28,5.02,1.73,11.2,4.46,0.8,3.87,2.58,32.84,17.26,4.65,3.28,0.38,0,0,2019-04-30,Property,0.29,0.24,0.395,232.0M,1.41,GLOMAC BERHAD
5109,6,4.58,5.69,3.85,4.95,3.05,298.19,700.02,28.52,32.57,21.82,-69.63,-13.52,68.42,6.14,6.07,4.4,7.87,6.81,1.59,96.48,22.86,6.26,1.32,1.34,0,0,2019-06-30,Real Estate Investment Trusts,0.83,0.7,1.39,"1,414.6M",1.5837,YTL HOSPITALITY REIT
7609,10,4.52,11.59,4.06,6.4,2.32,-8.51,49.31,5.58,1.83,22.14,14.16,10.28,4.98,1.87,18.47,10.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.415,0,0,2019-11-30,Industrial Products & Services,0.265,0.2,0.575,80.7M,1.18,AJIYA BERHAD
5237,7,4.52,6.76,4.57,5.49,5.5,63.01,159.88,16.95,18.49,22.14,34.58,23.12,17.38,4.7,10.67,10.01,0.0,0.71,1.75,10.5,25.73,0.43,1.04,1.05,0,0,2019-12-31,Financial Services,0.565,0.49,1.19,404.0M,1.9,MPHB Capital Berhad
5196,9,4.45,5.31,5.41,15.27,14.6,35.75,180.18,10.76,12.95,22.47,284.02,81.49,172.75,7.22,10.58,15.81,4.0,3.75,1.47,217.52,422.66,2.32,1.09,1.66,0,0,2019-06-30,Consumer Products & Services,1.2,1.0,1.81,458.6M,1.0423,BERJAYA FOOD BERHAD
4863,10,4.37,4.67,2.19,11.8,4.56,20.59,100.93,7.7,4.81,22.91,37.81,27.09,14.7,16.82,23.87,9.05,10.0,19.31,7.16,80.43,21.23,3.66,1.59,3.82,0,0,2019-12-31,Telecommunications & Media,3.52,2.6,4.68,"13,255.5M",1.9527,TELEKOM MALAYSIA BERHAD
5232,7,4.3,16.84,6.69,10.97,6.39,8.55,84.57,3.97,4.05,23.26,13.39,8.09,6.29,1.81,9.85,7.0,0.0,0.57,1.05,6.36,11.65,1.19,2.22,0.42,0,0,2019-12-31,Industrial Products & Services,0.25,0.2,0.57,77.5M,1.13,LEON FUAT BERHAD
4065,10,4.3,5.63,1.33,6.53,2.62,-4.12,19.54,33.71,17.11,23.25,17.06,18.53,3.42,81.02,90.8,24.1,31.0,31.8,19.0,33.26,8.18,1.95,1.06,18.84,0,0,2019-12-31,Consumer Products & Services,16.14,15.0,19.96,"22,960.7M",15.07,PPB GROUP BERHAD
